Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	161205	360001	7.53	SeaLevel__00250m.raw	44.78	55.22	1	0
500	251493	360001	7.54	SeaLevel__00500m.raw	69.86	30.14	1	0
750	293719	360001	7.62	SeaLevel__00750m.raw	81.59	18.41	1	0
1000	315306	360001	7.98	SeaLevel__01000m.raw	87.58	12.42	1	0
1250	328219	360001	7.61	SeaLevel__01250m.raw	91.17	8.83	1	0
1500	336952	360001	7.61	SeaLevel__01500m.raw	93.60	6.40	1	0
1750	344129	360001	7.76	SeaLevel__01750m.raw	95.59	4.41	1	0
2000	350288	360001	8	SeaLevel__02000m.raw	97.30	2.70	1	0
2250	355528	360001	7.62	SeaLevel__02250m.raw	98.76	1.24	1	0
2500	358422	360001	7.66	SeaLevel__02500m.raw	99.56	0.44	1	0
2750	359523	360001	7.79	SeaLevel__02750m.raw	99.87	0.13	1	0
3000	359876	360001	7.98	SeaLevel__03000m.raw	99.97	0.03	1	0
