Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	359665	360001	7.65	SeaLevel__00250m.raw	99.91	0.09	1	0
500	359799	360001	7.65	SeaLevel__00500m.raw	99.94	0.06	1	0
750	359906	360001	7.87	SeaLevel__00750m.raw	99.97	0.03	1	0
1000	359954	360001	8.08	SeaLevel__01000m.raw	99.99	0.01	1	0
1250	359975	360001	7.67	SeaLevel__01250m.raw	99.99	0.01	1	0
1500	359993	360001	7.69	SeaLevel__01500m.raw	100.00	0.00	1	0
1750	359998	360001	7.89	SeaLevel__01750m.raw	100.00	0.00	1	0
2000	360001	360001	8.1	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	360001	360001	7.67	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	7.77	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	7.73	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	8.12	SeaLevel__03000m.raw	100.00	0.00	1	0
