Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	350553	360001	8.9	SeaLevel__00250m.raw	97.38	2.62	1	0
500	354083	360001	7.72	SeaLevel__00500m.raw	98.36	1.64	1	0
750	356836	360001	8.23	SeaLevel__00750m.raw	99.12	0.88	1	0
1000	358246	360001	7.72	SeaLevel__01000m.raw	99.51	0.49	1	0
1250	358876	360001	8.08	SeaLevel__01250m.raw	99.69	0.31	1	0
1500	359244	360001	8.53	SeaLevel__01500m.raw	99.79	0.21	1	0
1750	359490	360001	7.97	SeaLevel__01750m.raw	99.86	0.14	1	0
2000	359629	360001	8.16	SeaLevel__02000m.raw	99.90	0.10	1	0
2250	359744	360001	8.2	SeaLevel__02250m.raw	99.93	0.07	1	0
2500	359814	360001	8.28	SeaLevel__02500m.raw	99.95	0.05	1	0
2750	359855	360001	8.07	SeaLevel__02750m.raw	99.96	0.04	1	0
3000	359892	360001	7.88	SeaLevel__03000m.raw	99.97	0.03	1	0
