Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	343902	360001	7.92	SeaLevel__00250m.raw	95.53	4.47	1	0
500	349906	360001	7.59	SeaLevel__00500m.raw	97.20	2.80	1	0
750	353758	360001	7.64	SeaLevel__00750m.raw	98.27	1.73	1	0
1000	356335	360001	7.61	SeaLevel__01000m.raw	98.98	1.02	1	0
1250	358071	360001	7.97	SeaLevel__01250m.raw	99.46	0.54	1	0
1500	359184	360001	7.63	SeaLevel__01500m.raw	99.77	0.23	1	0
1750	359715	360001	7.59	SeaLevel__01750m.raw	99.92	0.08	1	0
2000	359924	360001	7.64	SeaLevel__02000m.raw	99.98	0.02	1	0
2250	359982	360001	7.97	SeaLevel__02250m.raw	99.99	0.01	1	0
2500	359998	360001	7.69	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	359999	360001	7.65	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	7.65	SeaLevel__03000m.raw	100.00	0.00	1	0
