Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	344906	360001	7.51	SeaLevel__00000m.raw	95.81	4.19	1	0
5	345576	360001	7.56	SeaLevel__00005m.raw	95.99	4.01	1	0
10	345841	360001	7.84	SeaLevel__00010m.raw	96.07	3.93	1	0
15	346187	360001	7.55	SeaLevel__00015m.raw	96.16	3.84	1	0
20	346381	360001	7.54	SeaLevel__00020m.raw	96.22	3.78	1	0
25	346668	360001	7.6	SeaLevel__00025m.raw	96.30	3.70	1	0
30	346808	360001	7.79	SeaLevel__00030m.raw	96.34	3.66	1	0
35	347047	360001	7.54	SeaLevel__00035m.raw	96.40	3.60	1	0
40	347192	360001	7.54	SeaLevel__00040m.raw	96.44	3.56	1	0
45	347385	360001	7.55	SeaLevel__00045m.raw	96.50	3.50	1	0
50	347513	360001	7.91	SeaLevel__00050m.raw	96.53	3.47	1	0
55	347702	360001	7.52	SeaLevel__00055m.raw	96.58	3.42	1	0
60	347806	360001	7.54	SeaLevel__00060m.raw	96.61	3.39	1	0
65	347973	360001	7.59	SeaLevel__00065m.raw	96.66	3.34	1	0
70	348080	360001	7.81	SeaLevel__00070m.raw	96.69	3.31	1	0
75	348245	360001	7.55	SeaLevel__00075m.raw	96.73	3.27	1	0
80	348349	360001	7.54	SeaLevel__00080m.raw	96.76	3.24	1	0
85	348512	360001	7.57	SeaLevel__00085m.raw	96.81	3.19	1	0
90	348616	360001	7.77	SeaLevel__00090m.raw	96.84	3.16	1	0
95	348765	360001	7.57	SeaLevel__00095m.raw	96.88	3.12	1	0
100	348872	360001	7.54	SeaLevel__00100m.raw	96.91	3.09	1	0
105	349020	360001	7.56	SeaLevel__00105m.raw	96.95	3.05	1	0
110	349112	360001	7.82	SeaLevel__00110m.raw	96.98	3.02	1	0
115	349259	360001	7.56	SeaLevel__00115m.raw	97.02	2.98	1	0
120	349368	360001	7.59	SeaLevel__00120m.raw	97.05	2.95	1	0
125	349506	360001	7.63	SeaLevel__00125m.raw	97.08	2.92	1	0
130	349600	360001	7.81	SeaLevel__00130m.raw	97.11	2.89	1	0
135	349759	360001	7.51	SeaLevel__00135m.raw	97.16	2.84	1	0
140	349868	360001	7.58	SeaLevel__00140m.raw	97.19	2.81	1	0
145	350027	360001	7.56	SeaLevel__00145m.raw	97.23	2.77	1	0
150	350154	360001	7.86	SeaLevel__00150m.raw	97.26	2.74	1	0
155	350328	360001	7.53	SeaLevel__00155m.raw	97.31	2.69	1	0
160	350433	360001	7.53	SeaLevel__00160m.raw	97.34	2.66	1	0
165	350594	360001	7.53	SeaLevel__00165m.raw	97.39	2.61	1	0
170	350714	360001	7.84	SeaLevel__00170m.raw	97.42	2.58	1	0
175	350882	360001	7.53	SeaLevel__00175m.raw	97.47	2.53	1	0
180	350991	360001	7.78	SeaLevel__00180m.raw	97.50	2.50	1	0
185	351152	360001	7.55	SeaLevel__00185m.raw	97.54	2.46	1	0
190	351282	360001	7.82	SeaLevel__00190m.raw	97.58	2.42	1	0
195	351440	360001	7.53	SeaLevel__00195m.raw	97.62	2.38	1	0
200	351568	360001	7.56	SeaLevel__00200m.raw	97.66	2.34	1	0
