Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	309169	360001	7.55	SeaLevel__00000m.raw	85.88	14.12	1	0
5	312088	360001	7.54	SeaLevel__00005m.raw	86.69	13.31	1	0
10	312772	360001	7.54	SeaLevel__00010m.raw	86.88	13.12	1	0
15	313604	360001	7.86	SeaLevel__00015m.raw	87.11	12.89	1	0
20	314094	360001	7.53	SeaLevel__00020m.raw	87.25	12.75	1	0
25	314840	360001	7.72	SeaLevel__00025m.raw	87.46	12.54	1	0
30	315351	360001	7.53	SeaLevel__00030m.raw	87.60	12.40	1	0
35	316069	360001	7.86	SeaLevel__00035m.raw	87.80	12.20	1	0
40	316592	360001	7.54	SeaLevel__00040m.raw	87.94	12.06	1	0
45	317370	360001	7.6	SeaLevel__00045m.raw	88.16	11.84	1	0
50	317906	360001	7.55	SeaLevel__00050m.raw	88.31	11.69	1	0
55	318759	360001	7.84	SeaLevel__00055m.raw	88.54	11.46	1	0
60	319485	360001	7.54	SeaLevel__00060m.raw	88.75	11.25	1	0
65	320570	360001	7.54	SeaLevel__00065m.raw	89.05	10.95	1	0
70	321558	360001	7.5	SeaLevel__00070m.raw	89.32	10.68	1	0
75	323670	360001	7.83	SeaLevel__00075m.raw	89.91	10.09	1	0
80	326447	360001	7.56	SeaLevel__00080m.raw	90.68	9.32	1	0
85	327867	360001	7.53	SeaLevel__00085m.raw	91.07	8.93	1	0
90	328459	360001	7.52	SeaLevel__00090m.raw	91.24	8.76	1	0
95	329289	360001	7.83	SeaLevel__00095m.raw	91.47	8.53	1	0
100	329731	360001	7.55	SeaLevel__00100m.raw	91.59	8.41	1	0
105	330324	360001	7.57	SeaLevel__00105m.raw	91.76	8.24	1	0
110	330696	360001	7.53	SeaLevel__00110m.raw	91.86	8.14	1	0
115	331320	360001	7.85	SeaLevel__00115m.raw	92.03	7.97	1	0
120	331722	360001	7.53	SeaLevel__00120m.raw	92.14	7.86	1	0
125	332383	360001	7.55	SeaLevel__00125m.raw	92.33	7.67	1	0
130	332791	360001	7.52	SeaLevel__00130m.raw	92.44	7.56	1	0
135	333484	360001	7.84	SeaLevel__00135m.raw	92.63	7.37	1	0
140	333962	360001	7.57	SeaLevel__00140m.raw	92.77	7.23	1	0
145	334753	360001	7.53	SeaLevel__00145m.raw	92.99	7.01	1	0
150	335426	360001	7.51	SeaLevel__00150m.raw	93.17	6.83	1	0
155	337467	360001	7.82	SeaLevel__00155m.raw	93.74	6.26	1	0
160	338244	360001	7.59	SeaLevel__00160m.raw	93.96	6.04	1	0
165	338948	360001	7.56	SeaLevel__00165m.raw	94.15	5.85	1	0
170	339274	360001	7.51	SeaLevel__00170m.raw	94.24	5.76	1	0
175	339672	360001	7.84	SeaLevel__00175m.raw	94.35	5.65	1	0
180	339890	360001	7.58	SeaLevel__00180m.raw	94.41	5.59	1	0
185	340209	360001	7.54	SeaLevel__00185m.raw	94.50	5.50	1	0
190	340389	360001	7.55	SeaLevel__00190m.raw	94.55	5.45	1	0
195	340635	360001	7.88	SeaLevel__00195m.raw	94.62	5.38	1	0
200	340824	360001	7.59	SeaLevel__00200m.raw	94.67	5.33	1	0
