Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	342729	360001	7.65	SeaLevel__00250m.raw	95.20	4.80	1	0
500	351554	360001	7.66	SeaLevel__00500m.raw	97.65	2.35	1	0
750	356549	360001	7.91	SeaLevel__00750m.raw	99.04	0.96	1	0
1000	358432	360001	8.18	SeaLevel__01000m.raw	99.56	0.44	1	0
1250	359124	360001	7.65	SeaLevel__01250m.raw	99.76	0.24	1	0
1500	359677	360001	7.64	SeaLevel__01500m.raw	99.91	0.09	1	0
1750	359979	360001	7.64	SeaLevel__01750m.raw	99.99	0.01	1	0
2000	360001	360001	8.15	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	360001	360001	7.74	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	8.51	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	8.28	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	8.33	SeaLevel__03000m.raw	100.00	0.00	1	0
