Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	247820	360001	7.66	SeaLevel__00000m.raw	68.84	31.16	1	0
5	247982	360001	7.53	SeaLevel__00005m.raw	68.88	31.12	1	0
10	248087	360001	7.83	SeaLevel__00010m.raw	68.91	31.09	1	0
15	248209	360001	7.51	SeaLevel__00015m.raw	68.95	31.05	1	0
20	248289	360001	7.49	SeaLevel__00020m.raw	68.97	31.03	1	0
25	248393	360001	7.51	SeaLevel__00025m.raw	69.00	31.00	1	0
30	248457	360001	7.76	SeaLevel__00030m.raw	69.02	30.98	1	0
35	248575	360001	7.47	SeaLevel__00035m.raw	69.05	30.95	1	0
40	248635	360001	7.51	SeaLevel__00040m.raw	69.07	30.93	1	0
45	248726	360001	7.5	SeaLevel__00045m.raw	69.09	30.91	1	0
50	248799	360001	7.81	SeaLevel__00050m.raw	69.11	30.89	1	0
55	248877	360001	7.48	SeaLevel__00055m.raw	69.13	30.87	1	0
60	248931	360001	7.52	SeaLevel__00060m.raw	69.15	30.85	1	0
65	249020	360001	7.58	SeaLevel__00065m.raw	69.17	30.83	1	0
70	249087	360001	7.71	SeaLevel__00070m.raw	69.19	30.81	1	0
75	249160	360001	7.48	SeaLevel__00075m.raw	69.21	30.79	1	0
80	249220	360001	7.72	SeaLevel__00080m.raw	69.23	30.77	1	0
85	249314	360001	7.48	SeaLevel__00085m.raw	69.25	30.75	1	0
90	249380	360001	7.75	SeaLevel__00090m.raw	69.27	30.73	1	0
95	249463	360001	7.5	SeaLevel__00095m.raw	69.30	30.70	1	0
100	249536	360001	7.52	SeaLevel__00100m.raw	69.32	30.68	1	0
105	249635	360001	7.51	SeaLevel__00105m.raw	69.34	30.66	1	0
110	249702	360001	7.77	SeaLevel__00110m.raw	69.36	30.64	1	0
115	249796	360001	7.49	SeaLevel__00115m.raw	69.39	30.61	1	0
120	249854	360001	7.56	SeaLevel__00120m.raw	69.40	30.60	1	0
125	249965	360001	7.49	SeaLevel__00125m.raw	69.43	30.57	1	0
130	250037	360001	7.83	SeaLevel__00130m.raw	69.45	30.55	1	0
135	250155	360001	7.49	SeaLevel__00135m.raw	69.49	30.51	1	0
140	250240	360001	7.56	SeaLevel__00140m.raw	69.51	30.49	1	0
145	250373	360001	7.48	SeaLevel__00145m.raw	69.55	30.45	1	0
150	250471	360001	7.83	SeaLevel__00150m.raw	69.58	30.42	1	0
155	250678	360001	7.5	SeaLevel__00155m.raw	69.63	30.37	1	0
160	250786	360001	7.56	SeaLevel__00160m.raw	69.66	30.34	1	0
165	250916	360001	7.49	SeaLevel__00165m.raw	69.70	30.30	1	0
170	251003	360001	7.77	SeaLevel__00170m.raw	69.72	30.28	1	0
175	251127	360001	7.51	SeaLevel__00175m.raw	69.76	30.24	1	0
180	251216	360001	7.5	SeaLevel__00180m.raw	69.78	30.22	1	0
185	251308	360001	7.48	SeaLevel__00185m.raw	69.81	30.19	1	0
190	251388	360001	7.86	SeaLevel__00190m.raw	69.83	30.17	1	0
195	251507	360001	7.71	SeaLevel__00195m.raw	69.86	30.14	1	0
200	251590	360001	7.49	SeaLevel__00200m.raw	69.89	30.11	1	0
