Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	9303	360001	7.45	SeaLevel__00250m.raw	2.58	97.42	1	0
500	11860	360001	7.47	SeaLevel__00500m.raw	3.29	96.71	1	0
750	14943	360001	7.45	SeaLevel__00750m.raw	4.15	95.85	1	0
1000	18877	360001	7.77	SeaLevel__01000m.raw	5.24	94.76	1	0
1250	24634	360001	7.49	SeaLevel__01250m.raw	6.84	93.16	1	0
1500	33561	360001	7.46	SeaLevel__01500m.raw	9.32	90.68	1	0
1750	44945	360001	7.49	SeaLevel__01750m.raw	12.48	87.52	1	0
2000	56710	360001	7.8	SeaLevel__02000m.raw	15.75	84.25	1	0
2250	80219	360001	7.45	SeaLevel__02250m.raw	22.28	77.72	1	0
2500	97305	360001	7.47	SeaLevel__02500m.raw	27.03	72.97	1	0
2750	118071	360001	7.49	SeaLevel__02750m.raw	32.80	67.20	1	0
3000	147582	360001	7.8	SeaLevel__03000m.raw	40.99	59.01	1	0
