Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	353649	360001	7.68	SeaLevel__00250m.raw	98.24	1.76	1	0
500	355485	360001	7.58	SeaLevel__00500m.raw	98.75	1.25	1	0
750	356711	360001	7.59	SeaLevel__00750m.raw	99.09	0.91	1	0
1000	357766	360001	7.96	SeaLevel__01000m.raw	99.38	0.62	1	0
1250	358619	360001	7.63	SeaLevel__01250m.raw	99.62	0.38	1	0
1500	359227	360001	7.59	SeaLevel__01500m.raw	99.79	0.21	1	0
1750	359634	360001	7.55	SeaLevel__01750m.raw	99.90	0.10	1	0
2000	359807	360001	7.96	SeaLevel__02000m.raw	99.95	0.05	1	0
2250	359912	360001	7.59	SeaLevel__02250m.raw	99.98	0.02	1	0
2500	359961	360001	7.6	SeaLevel__02500m.raw	99.99	0.01	1	0
2750	359987	360001	7.59	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	359999	360001	7.97	SeaLevel__03000m.raw	100.00	0.00	1	0
