Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	84178	360001	8.48	SeaLevel__00250m.raw	23.38	76.62	1	0
500	247627	360001	7.75	SeaLevel__00500m.raw	68.79	31.21	1	0
750	321452	360001	7.98	SeaLevel__00750m.raw	89.29	10.71	1	0
1000	340527	360001	8.08	SeaLevel__01000m.raw	94.59	5.41	1	0
1250	346284	360001	8.12	SeaLevel__01250m.raw	96.19	3.81	1	0
1500	349845	360001	8.22	SeaLevel__01500m.raw	97.18	2.82	1	0
1750	352857	360001	8.16	SeaLevel__01750m.raw	98.02	1.98	1	0
2000	355627	360001	8.41	SeaLevel__02000m.raw	98.79	1.21	1	0
2250	357914	360001	8.28	SeaLevel__02250m.raw	99.42	0.58	1	0
2500	359311	360001	8.02	SeaLevel__02500m.raw	99.81	0.19	1	0
2750	359858	360001	7.81	SeaLevel__02750m.raw	99.96	0.04	1	0
3000	359973	360001	8.68	SeaLevel__03000m.raw	99.99	0.01	1	0
