Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	232047	360001	7.61	SeaLevel__00250m.raw	64.46	35.54	1	0
500	269261	360001	7.53	SeaLevel__00500m.raw	74.79	25.21	1	0
750	295811	360001	7.57	SeaLevel__00750m.raw	82.17	17.83	1	0
1000	320866	360001	7.97	SeaLevel__01000m.raw	89.13	10.87	1	0
1250	337928	360001	7.62	SeaLevel__01250m.raw	93.87	6.13	1	0
1500	348154	360001	7.63	SeaLevel__01500m.raw	96.71	3.29	1	0
1750	354541	360001	7.61	SeaLevel__01750m.raw	98.48	1.52	1	0
2000	357676	360001	7.98	SeaLevel__02000m.raw	99.35	0.65	1	0
2250	359084	360001	7.71	SeaLevel__02250m.raw	99.75	0.25	1	0
2500	359646	360001	7.66	SeaLevel__02500m.raw	99.90	0.10	1	0
2750	359840	360001	7.64	SeaLevel__02750m.raw	99.96	0.04	1	0
3000	359960	360001	8	SeaLevel__03000m.raw	99.99	0.01	1	0
