Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	254746	360001	8.21	SeaLevel__00250m.raw	70.76	29.24	1	0
500	290105	360001	9.1	SeaLevel__00500m.raw	80.58	19.42	1	0
750	307529	360001	7.92	SeaLevel__00750m.raw	85.42	14.58	1	0
1000	319315	360001	7.84	SeaLevel__01000m.raw	88.70	11.30	1	0
1250	327029	360001	8.42	SeaLevel__01250m.raw	90.84	9.16	1	0
1500	331648	360001	7.76	SeaLevel__01500m.raw	92.12	7.88	1	0
1750	336482	360001	7.89	SeaLevel__01750m.raw	93.47	6.53	1	0
2000	340712	360001	8.08	SeaLevel__02000m.raw	94.64	5.36	1	0
2250	344393	360001	7.82	SeaLevel__02250m.raw	95.66	4.34	1	0
2500	347219	360001	7.7	SeaLevel__02500m.raw	96.45	3.55	1	0
2750	349866	360001	7.82	SeaLevel__02750m.raw	97.18	2.82	1	0
3000	352223	360001	8.25	SeaLevel__03000m.raw	97.84	2.16	1	0
