Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	65011	360001	8.34	SeaLevel__00000m.raw	18.06	81.94	1	0
5	65831	360001	8.01	SeaLevel__00005m.raw	18.29	81.71	1	0
10	66552	360001	7.91	SeaLevel__00010m.raw	18.49	81.51	1	0
15	67673	360001	8.18	SeaLevel__00015m.raw	18.80	81.20	1	0
20	68202	360001	8.08	SeaLevel__00020m.raw	18.94	81.06	1	0
25	68964	360001	8.62	SeaLevel__00025m.raw	19.16	80.84	1	0
30	69490	360001	7.46	SeaLevel__00030m.raw	19.30	80.70	1	0
35	70343	360001	7.47	SeaLevel__00035m.raw	19.54	80.46	1	0
40	70925	360001	7.43	SeaLevel__00040m.raw	19.70	80.30	1	0
45	71938	360001	7.7	SeaLevel__00045m.raw	19.98	80.02	1	0
50	72603	360001	7.46	SeaLevel__00050m.raw	20.17	79.83	1	0
55	73526	360001	7.46	SeaLevel__00055m.raw	20.42	79.58	1	0
60	74067	360001	7.51	SeaLevel__00060m.raw	20.57	79.43	1	0
65	74933	360001	7.77	SeaLevel__00065m.raw	20.81	79.19	1	0
70	75507	360001	7.47	SeaLevel__00070m.raw	20.97	79.03	1	0
75	76404	360001	7.47	SeaLevel__00075m.raw	21.22	78.78	1	0
80	77034	360001	7.43	SeaLevel__00080m.raw	21.40	78.60	1	0
85	77875	360001	7.75	SeaLevel__00085m.raw	21.63	78.37	1	0
90	78351	360001	7.45	SeaLevel__00090m.raw	21.76	78.24	1	0
95	79121	360001	7.48	SeaLevel__00095m.raw	21.98	78.02	1	0
100	79596	360001	7.44	SeaLevel__00100m.raw	22.11	77.89	1	0
105	80335	360001	7.83	SeaLevel__00105m.raw	22.32	77.68	1	0
110	80800	360001	7.46	SeaLevel__00110m.raw	22.44	77.56	1	0
115	81494	360001	7.48	SeaLevel__00115m.raw	22.64	77.36	1	0
120	81950	360001	7.47	SeaLevel__00120m.raw	22.76	77.24	1	0
125	82610	360001	7.89	SeaLevel__00125m.raw	22.95	77.05	1	0
130	83033	360001	7.45	SeaLevel__00130m.raw	23.06	76.94	1	0
135	83677	360001	7.49	SeaLevel__00135m.raw	23.24	76.76	1	0
140	84116	360001	7.47	SeaLevel__00140m.raw	23.37	76.63	1	0
145	84816	360001	7.76	SeaLevel__00145m.raw	23.56	76.44	1	0
150	85312	360001	7.42	SeaLevel__00150m.raw	23.70	76.30	1	0
155	86307	360001	7.62	SeaLevel__00155m.raw	23.97	76.03	1	0
160	86803	360001	7.43	SeaLevel__00160m.raw	24.11	75.89	1	0
165	87410	360001	7.8	SeaLevel__00165m.raw	24.28	75.72	1	0
170	87835	360001	7.48	SeaLevel__00170m.raw	24.40	75.60	1	0
175	88353	360001	7.46	SeaLevel__00175m.raw	24.54	75.46	1	0
180	88657	360001	7.45	SeaLevel__00180m.raw	24.63	75.37	1	0
185	89121	360001	7.76	SeaLevel__00185m.raw	24.76	75.24	1	0
190	89408	360001	7.48	SeaLevel__00190m.raw	24.84	75.16	1	0
195	89820	360001	7.44	SeaLevel__00195m.raw	24.95	75.05	1	0
200	90085	360001	7.45	SeaLevel__00200m.raw	25.02	74.98	1	0
