Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	93523	360001	7.55	SeaLevel__00250m.raw	25.98	74.02	1	0
500	120000	360001	7.52	SeaLevel__00500m.raw	33.33	66.67	1	0
750	144252	360001	7.85	SeaLevel__00750m.raw	40.07	59.93	1	0
1000	197225	360001	7.93	SeaLevel__01000m.raw	54.78	45.22	1	0
1250	308852	360001	7.62	SeaLevel__01250m.raw	85.79	14.21	1	0
1500	346087	360001	7.63	SeaLevel__01500m.raw	96.14	3.86	1	0
1750	356782	360001	7.68	SeaLevel__01750m.raw	99.11	0.89	1	0
2000	358333	360001	7.97	SeaLevel__02000m.raw	99.54	0.46	1	0
2250	358856	360001	7.67	SeaLevel__02250m.raw	99.68	0.32	1	0
2500	359271	360001	7.62	SeaLevel__02500m.raw	99.80	0.20	1	0
2750	359610	360001	7.67	SeaLevel__02750m.raw	99.89	0.11	1	0
3000	359874	360001	7.96	SeaLevel__03000m.raw	99.96	0.04	1	0
