Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	22918	360001	8.89	SeaLevel__00250m.raw	6.37	93.63	1	0
500	34803	360001	8.2	SeaLevel__00500m.raw	9.67	90.33	1	0
750	72620	360001	8.16	SeaLevel__00750m.raw	20.17	79.83	1	0
1000	125790	360001	8.96	SeaLevel__01000m.raw	34.94	65.06	1	0
1250	169733	360001	8.67	SeaLevel__01250m.raw	47.15	52.85	1	0
1500	222608	360001	8.85	SeaLevel__01500m.raw	61.84	38.16	1	0
1750	264729	360001	8.97	SeaLevel__01750m.raw	73.54	26.46	1	0
2000	299573	360001	9.49	SeaLevel__02000m.raw	83.21	16.79	1	0
2250	326633	360001	8.82	SeaLevel__02250m.raw	90.73	9.27	1	0
2500	341754	360001	8.2	SeaLevel__02500m.raw	94.93	5.07	1	0
2750	349970	360001	8.06	SeaLevel__02750m.raw	97.21	2.79	1	0
3000	354791	360001	9.15	SeaLevel__03000m.raw	98.55	1.45	1	0
