Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	352011	360001	7.57	SeaLevel__00000m.raw	97.78	2.22	1	0
5	352050	360001	7.83	SeaLevel__00005m.raw	97.79	2.21	1	0
10	352077	360001	7.56	SeaLevel__00010m.raw	97.80	2.20	1	0
15	352120	360001	7.53	SeaLevel__00015m.raw	97.81	2.19	1	0
20	352138	360001	7.51	SeaLevel__00020m.raw	97.82	2.18	1	0
25	352182	360001	7.84	SeaLevel__00025m.raw	97.83	2.17	1	0
30	352206	360001	7.57	SeaLevel__00030m.raw	97.83	2.17	1	0
35	352248	360001	7.54	SeaLevel__00035m.raw	97.85	2.15	1	0
40	352281	360001	7.53	SeaLevel__00040m.raw	97.86	2.14	1	0
45	352334	360001	7.98	SeaLevel__00045m.raw	97.87	2.13	1	0
50	352361	360001	7.59	SeaLevel__00050m.raw	97.88	2.12	1	0
55	352422	360001	7.52	SeaLevel__00055m.raw	97.89	2.11	1	0
60	352459	360001	7.56	SeaLevel__00060m.raw	97.91	2.09	1	0
65	352546	360001	7.81	SeaLevel__00065m.raw	97.93	2.07	1	0
70	352586	360001	7.55	SeaLevel__00070m.raw	97.94	2.06	1	0
75	352653	360001	7.54	SeaLevel__00075m.raw	97.96	2.04	1	0
80	352705	360001	7.53	SeaLevel__00080m.raw	97.97	2.03	1	0
85	352769	360001	7.89	SeaLevel__00085m.raw	97.99	2.01	1	0
90	352825	360001	7.53	SeaLevel__00090m.raw	98.01	1.99	1	0
95	352902	360001	7.56	SeaLevel__00095m.raw	98.03	1.97	1	0
100	352942	360001	7.52	SeaLevel__00100m.raw	98.04	1.96	1	0
105	353009	360001	7.75	SeaLevel__00105m.raw	98.06	1.94	1	0
110	353057	360001	7.53	SeaLevel__00110m.raw	98.07	1.93	1	0
115	353139	360001	7.55	SeaLevel__00115m.raw	98.09	1.91	1	0
120	353184	360001	7.55	SeaLevel__00120m.raw	98.11	1.89	1	0
125	353257	360001	7.75	SeaLevel__00125m.raw	98.13	1.87	1	0
130	353309	360001	7.56	SeaLevel__00130m.raw	98.14	1.86	1	0
135	353387	360001	7.57	SeaLevel__00135m.raw	98.16	1.84	1	0
140	353440	360001	7.56	SeaLevel__00140m.raw	98.18	1.82	1	0
145	353510	360001	7.8	SeaLevel__00145m.raw	98.20	1.80	1	0
150	353571	360001	7.56	SeaLevel__00150m.raw	98.21	1.79	1	0
155	353645	360001	7.55	SeaLevel__00155m.raw	98.23	1.77	1	0
160	353677	360001	7.54	SeaLevel__00160m.raw	98.24	1.76	1	0
165	353761	360001	7.96	SeaLevel__00165m.raw	98.27	1.73	1	0
170	353808	360001	7.54	SeaLevel__00170m.raw	98.28	1.72	1	0
175	353868	360001	7.52	SeaLevel__00175m.raw	98.30	1.70	1	0
180	353925	360001	7.62	SeaLevel__00180m.raw	98.31	1.69	1	0
185	353988	360001	7.85	SeaLevel__00185m.raw	98.33	1.67	1	0
190	354048	360001	7.54	SeaLevel__00190m.raw	98.35	1.65	1	0
195	354103	360001	7.52	SeaLevel__00195m.raw	98.36	1.64	1	0
200	354142	360001	7.72	SeaLevel__00200m.raw	98.37	1.63	1	0
