Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	288949	360001	7.83	SeaLevel__00000m.raw	80.26	19.74	1	0
5	294651	360001	7.53	SeaLevel__00005m.raw	81.85	18.15	1	0
10	296982	360001	7.53	SeaLevel__00010m.raw	82.49	17.51	1	0
15	299653	360001	7.49	SeaLevel__00015m.raw	83.24	16.76	1	0
20	301135	360001	7.81	SeaLevel__00020m.raw	83.65	16.35	1	0
25	303120	360001	7.7	SeaLevel__00025m.raw	84.20	15.80	1	0
30	304355	360001	7.51	SeaLevel__00030m.raw	84.54	15.46	1	0
35	305989	360001	7.52	SeaLevel__00035m.raw	85.00	15.00	1	0
40	306989	360001	7.94	SeaLevel__00040m.raw	85.27	14.73	1	0
45	308386	360001	7.51	SeaLevel__00045m.raw	85.66	14.34	1	0
50	309269	360001	7.49	SeaLevel__00050m.raw	85.91	14.09	1	0
55	310545	360001	7.49	SeaLevel__00055m.raw	86.26	13.74	1	0
60	311447	360001	7.75	SeaLevel__00060m.raw	86.51	13.49	1	0
65	312753	360001	7.49	SeaLevel__00065m.raw	86.88	13.12	1	0
70	313625	360001	7.51	SeaLevel__00070m.raw	87.12	12.88	1	0
75	314757	360001	7.5	SeaLevel__00075m.raw	87.43	12.57	1	0
80	315613	360001	7.9	SeaLevel__00080m.raw	87.67	12.33	1	0
85	316836	360001	7.54	SeaLevel__00085m.raw	88.01	11.99	1	0
90	317682	360001	7.52	SeaLevel__00090m.raw	88.24	11.76	1	0
95	318931	360001	7.53	SeaLevel__00095m.raw	88.59	11.41	1	0
100	319716	360001	7.72	SeaLevel__00100m.raw	88.81	11.19	1	0
105	320835	360001	7.55	SeaLevel__00105m.raw	89.12	10.88	1	0
110	321601	360001	7.5	SeaLevel__00110m.raw	89.33	10.67	1	0
115	322809	360001	7.51	SeaLevel__00115m.raw	89.67	10.33	1	0
120	323644	360001	7.72	SeaLevel__00120m.raw	89.90	10.10	1	0
125	324910	360001	7.54	SeaLevel__00125m.raw	90.25	9.75	1	0
130	325724	360001	7.58	SeaLevel__00130m.raw	90.48	9.52	1	0
135	327087	360001	7.49	SeaLevel__00135m.raw	90.86	9.14	1	0
140	328093	360001	7.77	SeaLevel__00140m.raw	91.14	8.86	1	0
145	329779	360001	7.53	SeaLevel__00145m.raw	91.61	8.39	1	0
150	331286	360001	7.53	SeaLevel__00150m.raw	92.02	7.98	1	0
155	334875	360001	7.56	SeaLevel__00155m.raw	93.02	6.98	1	0
160	336656	360001	7.87	SeaLevel__00160m.raw	93.52	6.48	1	0
165	338438	360001	7.53	SeaLevel__00165m.raw	94.01	5.99	1	0
170	339342	360001	7.53	SeaLevel__00170m.raw	94.26	5.74	1	0
175	340541	360001	7.75	SeaLevel__00175m.raw	94.59	5.41	1	0
180	341289	360001	7.87	SeaLevel__00180m.raw	94.80	5.20	1	0
185	342273	360001	7.53	SeaLevel__00185m.raw	95.08	4.92	1	0
190	342814	360001	7.58	SeaLevel__00190m.raw	95.23	4.77	1	0
195	343577	360001	7.54	SeaLevel__00195m.raw	95.44	4.56	1	0
200	344066	360001	7.94	SeaLevel__00200m.raw	95.57	4.43	1	0
