Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	171377	360001	7.45	SeaLevel__00000m.raw	47.60	52.40	1	0
5	174675	360001	7.73	SeaLevel__00005m.raw	48.52	51.48	1	0
10	175927	360001	7.45	SeaLevel__00010m.raw	48.87	51.13	1	0
15	177370	360001	7.46	SeaLevel__00015m.raw	49.27	50.73	1	0
20	178309	360001	7.46	SeaLevel__00020m.raw	49.53	50.47	1	0
25	179495	360001	7.72	SeaLevel__00025m.raw	49.86	50.14	1	0
30	180278	360001	7.47	SeaLevel__00030m.raw	50.08	49.92	1	0
35	181401	360001	7.47	SeaLevel__00035m.raw	50.39	49.61	1	0
40	182283	360001	7.48	SeaLevel__00040m.raw	50.63	49.37	1	0
45	183652	360001	7.73	SeaLevel__00045m.raw	51.01	48.99	1	0
50	184566	360001	7.48	SeaLevel__00050m.raw	51.27	48.73	1	0
55	186107	360001	7.46	SeaLevel__00055m.raw	51.70	48.30	1	0
60	187222	360001	7.52	SeaLevel__00060m.raw	52.01	47.99	1	0
65	188823	360001	7.74	SeaLevel__00065m.raw	52.45	47.55	1	0
70	190188	360001	7.52	SeaLevel__00070m.raw	52.83	47.17	1	0
75	192351	360001	7.44	SeaLevel__00075m.raw	53.43	46.57	1	0
80	194001	360001	7.44	SeaLevel__00080m.raw	53.89	46.11	1	0
85	196563	360001	7.9	SeaLevel__00085m.raw	54.60	45.40	1	0
90	198090	360001	7.51	SeaLevel__00090m.raw	55.02	44.98	1	0
95	200332	360001	7.47	SeaLevel__00095m.raw	55.65	44.35	1	0
100	201883	360001	7.48	SeaLevel__00100m.raw	56.08	43.92	1	0
105	204393	360001	7.71	SeaLevel__00105m.raw	56.78	43.22	1	0
110	206134	360001	7.47	SeaLevel__00110m.raw	57.26	42.74	1	0
115	208530	360001	7.47	SeaLevel__00115m.raw	57.92	42.08	1	0
120	209992	360001	7.51	SeaLevel__00120m.raw	58.33	41.67	1	0
125	211920	360001	7.77	SeaLevel__00125m.raw	58.87	41.13	1	0
130	213083	360001	7.46	SeaLevel__00130m.raw	59.19	40.81	1	0
135	214873	360001	7.51	SeaLevel__00135m.raw	59.69	40.31	1	0
140	215927	360001	7.48	SeaLevel__00140m.raw	59.98	40.02	1	0
145	217488	360001	7.8	SeaLevel__00145m.raw	60.41	39.59	1	0
150	218444	360001	7.48	SeaLevel__00150m.raw	60.68	39.32	1	0
155	220039	360001	7.47	SeaLevel__00155m.raw	61.12	38.88	1	0
160	220991	360001	7.52	SeaLevel__00160m.raw	61.39	38.61	1	0
165	222455	360001	7.81	SeaLevel__00165m.raw	61.79	38.21	1	0
170	223426	360001	7.46	SeaLevel__00170m.raw	62.06	37.94	1	0
175	224851	360001	7.48	SeaLevel__00175m.raw	62.46	37.54	1	0
180	225809	360001	7.49	SeaLevel__00180m.raw	62.72	37.28	1	0
185	227183	360001	7.9	SeaLevel__00185m.raw	63.11	36.89	1	0
190	228118	360001	7.52	SeaLevel__00190m.raw	63.37	36.63	1	0
195	229563	360001	7.48	SeaLevel__00195m.raw	63.77	36.23	1	0
200	230508	360001	7.55	SeaLevel__00200m.raw	64.03	35.97	1	0
