Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	266314	360001	8.38	SeaLevel__00250m.raw	73.98	26.02	1	0
500	289106	360001	8.24	SeaLevel__00500m.raw	80.31	19.69	1	0
750	312097	360001	7.82	SeaLevel__00750m.raw	86.69	13.31	1	0
1000	326248	360001	8.05	SeaLevel__01000m.raw	90.62	9.38	1	0
1250	338637	360001	8.79	SeaLevel__01250m.raw	94.07	5.93	1	0
1500	348059	360001	9.48	SeaLevel__01500m.raw	96.68	3.32	1	0
1750	355412	360001	7.99	SeaLevel__01750m.raw	98.73	1.27	1	0
2000	359868	360001	7.93	SeaLevel__02000m.raw	99.96	0.04	1	0
2250	360001	360001	8.23	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	7.91	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	7.73	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	7.7	SeaLevel__03000m.raw	100.00	0.00	1	0
