Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	356725	360001	8.54	SeaLevel__00250m.raw	99.09	0.91	1	0
500	359767	360001	8.88	SeaLevel__00500m.raw	99.94	0.06	1	0
750	359999	360001	8.99	SeaLevel__00750m.raw	100.00	0.00	1	0
1000	360001	360001	8.48	SeaLevel__01000m.raw	100.00	0.00	1	0
1250	360001	360001	8.37	SeaLevel__01250m.raw	100.00	0.00	1	0
1500	360001	360001	8.2	SeaLevel__01500m.raw	100.00	0.00	1	0
1750	360001	360001	8.55	SeaLevel__01750m.raw	100.00	0.00	1	0
2000	360001	360001	8.53	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	360001	360001	8.27	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	8.31	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	8.38	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	8.34	SeaLevel__03000m.raw	100.00	0.00	1	0
