Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	311366	360001	7.59	SeaLevel__00250m.raw	86.49	13.51	1	0
500	313656	360001	7.58	SeaLevel__00500m.raw	87.13	12.87	1	0
750	316602	360001	7.66	SeaLevel__00750m.raw	87.94	12.06	1	0
1000	320331	360001	8.01	SeaLevel__01000m.raw	88.98	11.02	1	0
1250	325615	360001	7.63	SeaLevel__01250m.raw	90.45	9.55	1	0
1500	331480	360001	7.62	SeaLevel__01500m.raw	92.08	7.92	1	0
1750	337401	360001	7.65	SeaLevel__01750m.raw	93.72	6.28	1	0
2000	343990	360001	7.97	SeaLevel__02000m.raw	95.55	4.45	1	0
2250	350532	360001	7.61	SeaLevel__02250m.raw	97.37	2.63	1	0
2500	356028	360001	7.6	SeaLevel__02500m.raw	98.90	1.10	1	0
2750	359916	360001	7.8	SeaLevel__02750m.raw	99.98	0.02	1	0
3000	360001	360001	7.97	SeaLevel__03000m.raw	100.00	0.00	1	0
