Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	79189	360001	7.71	SeaLevel__00250m.raw	22.00	78.00	1	0
500	205620	360001	7.55	SeaLevel__00500m.raw	57.12	42.88	1	0
750	297922	360001	7.58	SeaLevel__00750m.raw	82.76	17.24	1	0
1000	330562	360001	8.02	SeaLevel__01000m.raw	91.82	8.18	1	0
1250	343438	360001	7.59	SeaLevel__01250m.raw	95.40	4.60	1	0
1500	347496	360001	7.62	SeaLevel__01500m.raw	96.53	3.47	1	0
1750	350623	360001	7.59	SeaLevel__01750m.raw	97.40	2.60	1	0
2000	353885	360001	8.13	SeaLevel__02000m.raw	98.30	1.70	1	0
2250	356163	360001	7.58	SeaLevel__02250m.raw	98.93	1.07	1	0
2500	357817	360001	7.62	SeaLevel__02500m.raw	99.39	0.61	1	0
2750	358786	360001	7.6	SeaLevel__02750m.raw	99.66	0.34	1	0
3000	359391	360001	8	SeaLevel__03000m.raw	99.83	0.17	1	0
