Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	354638	360001	7.64	SeaLevel__00250m.raw	98.51	1.49	1	0
500	356286	360001	7.61	SeaLevel__00500m.raw	98.97	1.03	1	0
750	357384	360001	7.59	SeaLevel__00750m.raw	99.27	0.73	1	0
1000	359155	360001	7.96	SeaLevel__01000m.raw	99.77	0.23	1	0
1250	359787	360001	7.64	SeaLevel__01250m.raw	99.94	0.06	1	0
1500	359959	360001	7.59	SeaLevel__01500m.raw	99.99	0.01	1	0
1750	359991	360001	7.62	SeaLevel__01750m.raw	100.00	0.00	1	0
2000	359999	360001	8.01	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	360001	360001	7.59	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	7.62	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	7.61	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	7.91	SeaLevel__03000m.raw	100.00	0.00	1	0
