Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	190944	360001	7.53	SeaLevel__00250m.raw	53.04	46.96	1	0
500	278383	360001	7.61	SeaLevel__00500m.raw	77.33	22.67	1	0
750	328713	360001	7.57	SeaLevel__00750m.raw	91.31	8.69	1	0
1000	347777	360001	7.97	SeaLevel__01000m.raw	96.60	3.40	1	0
1250	357732	360001	7.61	SeaLevel__01250m.raw	99.37	0.63	1	0
1500	359095	360001	7.67	SeaLevel__01500m.raw	99.75	0.25	1	0
1750	359721	360001	7.62	SeaLevel__01750m.raw	99.92	0.08	1	0
2000	359899	360001	7.99	SeaLevel__02000m.raw	99.97	0.03	1	0
2250	359967	360001	7.61	SeaLevel__02250m.raw	99.99	0.01	1	0
2500	359984	360001	7.69	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	359994	360001	7.62	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	359997	360001	8.02	SeaLevel__03000m.raw	100.00	0.00	1	0
