Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	359653	360001	7.57	SeaLevel__00250m.raw	99.90	0.10	1	0
500	359867	360001	7.63	SeaLevel__00500m.raw	99.96	0.04	1	0
750	359952	360001	7.61	SeaLevel__00750m.raw	99.99	0.01	1	0
1000	359978	360001	7.97	SeaLevel__01000m.raw	99.99	0.01	1	0
1250	359999	360001	7.6	SeaLevel__01250m.raw	100.00	0.00	1	0
1500	360001	360001	7.61	SeaLevel__01500m.raw	100.00	0.00	1	0
1750	360001	360001	7.61	SeaLevel__01750m.raw	100.00	0.00	1	0
2000	360001	360001	7.99	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	360001	360001	7.69	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	7.64	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	7.61	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	7.96	SeaLevel__03000m.raw	100.00	0.00	1	0
