Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	90953	360001	7.55	SeaLevel__00250m.raw	25.26	74.74	1	0
500	189183	360001	7.54	SeaLevel__00500m.raw	52.55	47.45	1	0
750	258525	360001	7.66	SeaLevel__00750m.raw	71.81	28.19	1	0
1000	311769	360001	7.96	SeaLevel__01000m.raw	86.60	13.40	1	0
1250	342356	360001	7.62	SeaLevel__01250m.raw	95.10	4.90	1	0
1500	355120	360001	7.63	SeaLevel__01500m.raw	98.64	1.36	1	0
1750	359094	360001	7.65	SeaLevel__01750m.raw	99.75	0.25	1	0
2000	359936	360001	7.96	SeaLevel__02000m.raw	99.98	0.02	1	0
2250	360001	360001	7.68	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	7.7	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	7.58	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	7.93	SeaLevel__03000m.raw	100.00	0.00	1	0
