Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	12322	360001	7.5	SeaLevel__00250m.raw	3.42	96.58	1	0
500	96596	360001	7.49	SeaLevel__00500m.raw	26.83	73.17	1	0
750	188050	360001	7.55	SeaLevel__00750m.raw	52.24	47.76	1	0
1000	238555	360001	7.95	SeaLevel__01000m.raw	66.27	33.73	1	0
1250	293775	360001	7.6	SeaLevel__01250m.raw	81.60	18.40	1	0
1500	320534	360001	7.61	SeaLevel__01500m.raw	89.04	10.96	1	0
1750	337557	360001	7.64	SeaLevel__01750m.raw	93.77	6.23	1	0
2000	347253	360001	7.89	SeaLevel__02000m.raw	96.46	3.54	1	0
2250	352821	360001	7.66	SeaLevel__02250m.raw	98.01	1.99	1	0
2500	355944	360001	7.62	SeaLevel__02500m.raw	98.87	1.13	1	0
2750	358110	360001	7.67	SeaLevel__02750m.raw	99.47	0.53	1	0
3000	359119	360001	7.94	SeaLevel__03000m.raw	99.76	0.24	1	0
