Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	270149	360001	8.17	SeaLevel__00250m.raw	75.04	24.96	1	0
500	282724	360001	8.19	SeaLevel__00500m.raw	78.53	21.47	1	0
750	288373	360001	8.59	SeaLevel__00750m.raw	80.10	19.90	1	0
1000	293154	360001	8.23	SeaLevel__01000m.raw	81.43	18.57	1	0
1250	297782	360001	8.66	SeaLevel__01250m.raw	82.72	17.28	1	0
1500	303585	360001	8.65	SeaLevel__01500m.raw	84.33	15.67	1	0
1750	310389	360001	8.88	SeaLevel__01750m.raw	86.22	13.78	1	0
2000	318690	360001	8.15	SeaLevel__02000m.raw	88.52	11.48	1	0
2250	329783	360001	8.19	SeaLevel__02250m.raw	91.61	8.39	1	0
2500	345977	360001	8.38	SeaLevel__02500m.raw	96.10	3.90	1	0
2750	357349	360001	8.49	SeaLevel__02750m.raw	99.26	0.74	1	0
3000	360001	360001	8.08	SeaLevel__03000m.raw	100.00	0.00	1	0
