Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	251418	360001	7.53	SeaLevel__00000m.raw	69.84	30.16	1	0
5	256004	360001	7.81	SeaLevel__00005m.raw	71.11	28.89	1	0
10	256680	360001	7.55	SeaLevel__00010m.raw	71.30	28.70	1	0
15	257413	360001	7.53	SeaLevel__00015m.raw	71.50	28.50	1	0
20	257811	360001	7.54	SeaLevel__00020m.raw	71.61	28.39	1	0
25	258308	360001	7.8	SeaLevel__00025m.raw	71.75	28.25	1	0
30	258626	360001	7.55	SeaLevel__00030m.raw	71.84	28.16	1	0
35	259060	360001	7.59	SeaLevel__00035m.raw	71.96	28.04	1	0
40	259334	360001	7.53	SeaLevel__00040m.raw	72.04	27.96	1	0
45	259708	360001	7.89	SeaLevel__00045m.raw	72.14	27.86	1	0
50	259954	360001	7.74	SeaLevel__00050m.raw	72.21	27.79	1	0
55	260278	360001	7.49	SeaLevel__00055m.raw	72.30	27.70	1	0
60	260510	360001	7.53	SeaLevel__00060m.raw	72.36	27.64	1	0
65	260836	360001	7.77	SeaLevel__00065m.raw	72.45	27.55	1	0
70	261031	360001	7.54	SeaLevel__00070m.raw	72.51	27.49	1	0
75	261336	360001	7.52	SeaLevel__00075m.raw	72.59	27.41	1	0
80	261530	360001	7.53	SeaLevel__00080m.raw	72.65	27.35	1	0
85	261838	360001	7.79	SeaLevel__00085m.raw	72.73	27.27	1	0
90	262030	360001	7.78	SeaLevel__00090m.raw	72.79	27.21	1	0
95	262320	360001	7.51	SeaLevel__00095m.raw	72.87	27.13	1	0
100	262502	360001	7.51	SeaLevel__00100m.raw	72.92	27.08	1	0
105	262819	360001	7.83	SeaLevel__00105m.raw	73.01	26.99	1	0
110	262997	360001	7.51	SeaLevel__00110m.raw	73.05	26.95	1	0
115	263297	360001	7.49	SeaLevel__00115m.raw	73.14	26.86	1	0
120	263493	360001	7.49	SeaLevel__00120m.raw	73.19	26.81	1	0
125	263813	360001	7.78	SeaLevel__00125m.raw	73.28	26.72	1	0
130	264018	360001	7.5	SeaLevel__00130m.raw	73.34	26.66	1	0
135	264360	360001	7.52	SeaLevel__00135m.raw	73.43	26.57	1	0
140	264560	360001	7.53	SeaLevel__00140m.raw	73.49	26.51	1	0
145	264920	360001	7.74	SeaLevel__00145m.raw	73.59	26.41	1	0
150	265197	360001	7.52	SeaLevel__00150m.raw	73.67	26.33	1	0
155	265904	360001	7.51	SeaLevel__00155m.raw	73.86	26.14	1	0
160	266242	360001	7.54	SeaLevel__00160m.raw	73.96	26.04	1	0
165	266575	360001	7.96	SeaLevel__00165m.raw	74.05	25.95	1	0
170	266781	360001	7.53	SeaLevel__00170m.raw	74.11	25.89	1	0
175	267028	360001	7.52	SeaLevel__00175m.raw	74.17	25.83	1	0
180	267213	360001	7.51	SeaLevel__00180m.raw	74.23	25.77	1	0
185	267483	360001	7.79	SeaLevel__00185m.raw	74.30	25.70	1	0
190	267653	360001	7.48	SeaLevel__00190m.raw	74.35	25.65	1	0
195	267907	360001	7.48	SeaLevel__00195m.raw	74.42	25.58	1	0
200	268065	360001	7.53	SeaLevel__00200m.raw	74.46	25.54	1	0
