Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	290275	360001	7.65	SeaLevel__00000m.raw	80.63	19.37	1	0
5	297809	360001	8.01	SeaLevel__00005m.raw	82.72	17.28	1	0
10	301156	360001	8.43	SeaLevel__00010m.raw	83.65	16.35	1	0
15	304628	360001	7.83	SeaLevel__00015m.raw	84.62	15.38	1	0
20	306356	360001	7.85	SeaLevel__00020m.raw	85.10	14.90	1	0
25	308270	360001	8.09	SeaLevel__00025m.raw	85.63	14.37	1	0
30	309552	360001	7.82	SeaLevel__00030m.raw	85.99	14.01	1	0
35	311510	360001	7.75	SeaLevel__00035m.raw	86.53	13.47	1	0
40	312445	360001	7.77	SeaLevel__00040m.raw	86.79	13.21	1	0
45	313784	360001	8.22	SeaLevel__00045m.raw	87.16	12.84	1	0
50	314646	360001	7.8	SeaLevel__00050m.raw	87.40	12.60	1	0
55	315829	360001	7.79	SeaLevel__00055m.raw	87.73	12.27	1	0
60	316647	360001	7.75	SeaLevel__00060m.raw	87.96	12.04	1	0
65	317798	360001	8.25	SeaLevel__00065m.raw	88.28	11.72	1	0
70	318485	360001	7.73	SeaLevel__00070m.raw	88.47	11.53	1	0
75	319471	360001	7.75	SeaLevel__00075m.raw	88.74	11.26	1	0
80	320106	360001	7.75	SeaLevel__00080m.raw	88.92	11.08	1	0
85	320949	360001	8.13	SeaLevel__00085m.raw	89.15	10.85	1	0
90	321515	360001	7.75	SeaLevel__00090m.raw	89.31	10.69	1	0
95	322405	360001	7.77	SeaLevel__00095m.raw	89.56	10.44	1	0
100	322994	360001	7.78	SeaLevel__00100m.raw	89.72	10.28	1	0
105	323799	360001	8.04	SeaLevel__00105m.raw	89.94	10.06	1	0
110	324356	360001	7.73	SeaLevel__00110m.raw	90.10	9.90	1	0
115	325228	360001	7.73	SeaLevel__00115m.raw	90.34	9.66	1	0
120	325818	360001	7.88	SeaLevel__00120m.raw	90.50	9.50	1	0
125	326700	360001	8.07	SeaLevel__00125m.raw	90.75	9.25	1	0
130	327241	360001	7.73	SeaLevel__00130m.raw	90.90	9.10	1	0
135	328080	360001	7.76	SeaLevel__00135m.raw	91.13	8.87	1	0
140	328604	360001	7.77	SeaLevel__00140m.raw	91.28	8.72	1	0
145	329398	360001	8.04	SeaLevel__00145m.raw	91.50	8.50	1	0
150	329918	360001	7.74	SeaLevel__00150m.raw	91.64	8.36	1	0
155	330660	360001	7.75	SeaLevel__00155m.raw	91.85	8.15	1	0
160	331180	360001	7.76	SeaLevel__00160m.raw	91.99	8.01	1	0
165	331886	360001	8.06	SeaLevel__00165m.raw	92.19	7.81	1	0
170	332358	360001	8.06	SeaLevel__00170m.raw	92.32	7.68	1	0
175	333068	360001	8.15	SeaLevel__00175m.raw	92.52	7.48	1	0
180	333557	360001	8.14	SeaLevel__00180m.raw	92.65	7.35	1	0
185	334245	360001	8.33	SeaLevel__00185m.raw	92.85	7.15	1	0
190	334761	360001	8.74	SeaLevel__00190m.raw	92.99	7.01	1	0
195	335434	360001	8.58	SeaLevel__00195m.raw	93.18	6.82	1	0
200	335863	360001	7.89	SeaLevel__00200m.raw	93.30	6.70	1	0
