Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	358154	360001	7.69	SeaLevel__00250m.raw	99.49	0.51	1	0
500	359962	360001	7.73	SeaLevel__00500m.raw	99.99	0.01	1	0
750	360001	360001	7.82	SeaLevel__00750m.raw	100.00	0.00	1	0
1000	360001	360001	8.5	SeaLevel__01000m.raw	100.00	0.00	1	0
1250	360001	360001	8.11	SeaLevel__01250m.raw	100.00	0.00	1	0
1500	360001	360001	8.05	SeaLevel__01500m.raw	100.00	0.00	1	0
1750	360001	360001	7.98	SeaLevel__01750m.raw	100.00	0.00	1	0
2000	360001	360001	8.49	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	360001	360001	8.59	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	8.19	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	8.24	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	8.6	SeaLevel__03000m.raw	100.00	0.00	1	0
