Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	359988	360001	7.78	SeaLevel__00000m.raw	100.00	0.00	1	0
5	359992	360001	7.58	SeaLevel__00005m.raw	100.00	0.00	1	0
10	359992	360001	7.85	SeaLevel__00010m.raw	100.00	0.00	1	0
15	359993	360001	7.91	SeaLevel__00015m.raw	100.00	0.00	1	0
20	359993	360001	7.53	SeaLevel__00020m.raw	100.00	0.00	1	0
25	359994	360001	7.54	SeaLevel__00025m.raw	100.00	0.00	1	0
30	359994	360001	7.71	SeaLevel__00030m.raw	100.00	0.00	1	0
35	359994	360001	7.83	SeaLevel__00035m.raw	100.00	0.00	1	0
40	359994	360001	7.53	SeaLevel__00040m.raw	100.00	0.00	1	0
45	359994	360001	7.53	SeaLevel__00045m.raw	100.00	0.00	1	0
50	359994	360001	7.58	SeaLevel__00050m.raw	100.00	0.00	1	0
55	359994	360001	7.85	SeaLevel__00055m.raw	100.00	0.00	1	0
60	359994	360001	7.53	SeaLevel__00060m.raw	100.00	0.00	1	0
65	359994	360001	7.58	SeaLevel__00065m.raw	100.00	0.00	1	0
70	359994	360001	7.54	SeaLevel__00070m.raw	100.00	0.00	1	0
75	359994	360001	7.87	SeaLevel__00075m.raw	100.00	0.00	1	0
80	359994	360001	7.57	SeaLevel__00080m.raw	100.00	0.00	1	0
85	359994	360001	7.61	SeaLevel__00085m.raw	100.00	0.00	1	0
90	359994	360001	7.54	SeaLevel__00090m.raw	100.00	0.00	1	0
95	359994	360001	7.83	SeaLevel__00095m.raw	100.00	0.00	1	0
100	359994	360001	7.53	SeaLevel__00100m.raw	100.00	0.00	1	0
105	359994	360001	7.59	SeaLevel__00105m.raw	100.00	0.00	1	0
110	359994	360001	7.54	SeaLevel__00110m.raw	100.00	0.00	1	0
115	359994	360001	7.84	SeaLevel__00115m.raw	100.00	0.00	1	0
120	359994	360001	7.55	SeaLevel__00120m.raw	100.00	0.00	1	0
125	359994	360001	7.57	SeaLevel__00125m.raw	100.00	0.00	1	0
130	359994	360001	7.56	SeaLevel__00130m.raw	100.00	0.00	1	0
135	359994	360001	7.82	SeaLevel__00135m.raw	100.00	0.00	1	0
140	359994	360001	7.55	SeaLevel__00140m.raw	100.00	0.00	1	0
145	359994	360001	7.56	SeaLevel__00145m.raw	100.00	0.00	1	0
150	359994	360001	7.56	SeaLevel__00150m.raw	100.00	0.00	1	0
155	359994	360001	7.81	SeaLevel__00155m.raw	100.00	0.00	1	0
160	359994	360001	7.6	SeaLevel__00160m.raw	100.00	0.00	1	0
165	359994	360001	7.54	SeaLevel__00165m.raw	100.00	0.00	1	0
170	359994	360001	7.59	SeaLevel__00170m.raw	100.00	0.00	1	0
175	359994	360001	7.85	SeaLevel__00175m.raw	100.00	0.00	1	0
180	359994	360001	7.6	SeaLevel__00180m.raw	100.00	0.00	1	0
185	359995	360001	7.57	SeaLevel__00185m.raw	100.00	0.00	1	0
190	359995	360001	7.54	SeaLevel__00190m.raw	100.00	0.00	1	0
195	359995	360001	7.9	SeaLevel__00195m.raw	100.00	0.00	1	0
200	359995	360001	7.62	SeaLevel__00200m.raw	100.00	0.00	1	0
