Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	310358	360001	7.72	SeaLevel__00000m.raw	86.21	13.79	1	0
5	311291	360001	7.63	SeaLevel__00005m.raw	86.47	13.53	1	0
10	311860	360001	7.79	SeaLevel__00010m.raw	86.63	13.37	1	0
15	312541	360001	7.57	SeaLevel__00015m.raw	86.82	13.18	1	0
20	312980	360001	7.55	SeaLevel__00020m.raw	86.94	13.06	1	0
25	313618	360001	7.59	SeaLevel__00025m.raw	87.12	12.88	1	0
30	314018	360001	7.82	SeaLevel__00030m.raw	87.23	12.77	1	0
35	314569	360001	7.56	SeaLevel__00035m.raw	87.38	12.62	1	0
40	314926	360001	7.61	SeaLevel__00040m.raw	87.48	12.52	1	0
45	315424	360001	7.6	SeaLevel__00045m.raw	87.62	12.38	1	0
50	315719	360001	7.82	SeaLevel__00050m.raw	87.70	12.30	1	0
55	316181	360001	7.56	SeaLevel__00055m.raw	87.83	12.17	1	0
60	316481	360001	7.58	SeaLevel__00060m.raw	87.91	12.09	1	0
65	316929	360001	7.6	SeaLevel__00065m.raw	88.04	11.96	1	0
70	317239	360001	7.99	SeaLevel__00070m.raw	88.12	11.88	1	0
75	317676	360001	7.58	SeaLevel__00075m.raw	88.24	11.76	1	0
80	317967	360001	7.8	SeaLevel__00080m.raw	88.32	11.68	1	0
85	318372	360001	7.71	SeaLevel__00085m.raw	88.44	11.56	1	0
90	318647	360001	7.85	SeaLevel__00090m.raw	88.51	11.49	1	0
95	319050	360001	7.64	SeaLevel__00095m.raw	88.62	11.38	1	0
100	319336	360001	7.58	SeaLevel__00100m.raw	88.70	11.30	1	0
105	319746	360001	7.56	SeaLevel__00105m.raw	88.82	11.18	1	0
110	320023	360001	7.84	SeaLevel__00110m.raw	88.90	11.10	1	0
115	320414	360001	7.65	SeaLevel__00115m.raw	89.00	11.00	1	0
120	320671	360001	7.81	SeaLevel__00120m.raw	89.08	10.92	1	0
125	321121	360001	7.73	SeaLevel__00125m.raw	89.20	10.80	1	0
130	321454	360001	7.96	SeaLevel__00130m.raw	89.29	10.71	1	0
135	321961	360001	7.58	SeaLevel__00135m.raw	89.43	10.57	1	0
140	322299	360001	7.58	SeaLevel__00140m.raw	89.53	10.47	1	0
145	322852	360001	7.58	SeaLevel__00145m.raw	89.68	10.32	1	0
150	323284	360001	7.85	SeaLevel__00150m.raw	89.80	10.20	1	0
155	324236	360001	7.73	SeaLevel__00155m.raw	90.07	9.93	1	0
160	324616	360001	7.55	SeaLevel__00160m.raw	90.17	9.83	1	0
165	325074	360001	7.6	SeaLevel__00165m.raw	90.30	9.70	1	0
170	325349	360001	7.85	SeaLevel__00170m.raw	90.37	9.63	1	0
175	325704	360001	7.61	SeaLevel__00175m.raw	90.47	9.53	1	0
180	325943	360001	7.52	SeaLevel__00180m.raw	90.54	9.46	1	0
185	326269	360001	7.54	SeaLevel__00185m.raw	90.63	9.37	1	0
190	326493	360001	7.85	SeaLevel__00190m.raw	90.69	9.31	1	0
195	326779	360001	7.6	SeaLevel__00195m.raw	90.77	9.23	1	0
200	326980	360001	7.53	SeaLevel__00200m.raw	90.83	9.17	1	0
