Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	333475	360001	7.61	SeaLevel__00000m.raw	92.63	7.37	1	0
5	334056	360001	7.55	SeaLevel__00005m.raw	92.79	7.21	1	0
10	334333	360001	7.53	SeaLevel__00010m.raw	92.87	7.13	1	0
15	334686	360001	7.84	SeaLevel__00015m.raw	92.97	7.03	1	0
20	334999	360001	7.59	SeaLevel__00020m.raw	93.06	6.94	1	0
25	335302	360001	7.57	SeaLevel__00025m.raw	93.14	6.86	1	0
30	335520	360001	7.56	SeaLevel__00030m.raw	93.20	6.80	1	0
35	335918	360001	7.86	SeaLevel__00035m.raw	93.31	6.69	1	0
40	336111	360001	7.6	SeaLevel__00040m.raw	93.36	6.64	1	0
45	336364	360001	7.56	SeaLevel__00045m.raw	93.43	6.57	1	0
50	336541	360001	7.53	SeaLevel__00050m.raw	93.48	6.52	1	0
55	336780	360001	7.79	SeaLevel__00055m.raw	93.55	6.45	1	0
60	336958	360001	7.54	SeaLevel__00060m.raw	93.60	6.40	1	0
65	337319	360001	7.56	SeaLevel__00065m.raw	93.70	6.30	1	0
70	337462	360001	7.52	SeaLevel__00070m.raw	93.74	6.26	1	0
75	337688	360001	7.89	SeaLevel__00075m.raw	93.80	6.20	1	0
80	337837	360001	7.52	SeaLevel__00080m.raw	93.84	6.16	1	0
85	338065	360001	7.52	SeaLevel__00085m.raw	93.91	6.09	1	0
90	338221	360001	7.53	SeaLevel__00090m.raw	93.95	6.05	1	0
95	338473	360001	7.8	SeaLevel__00095m.raw	94.02	5.98	1	0
100	338610	360001	7.53	SeaLevel__00100m.raw	94.06	5.94	1	0
105	338838	360001	7.58	SeaLevel__00105m.raw	94.12	5.88	1	0
110	338984	360001	7.54	SeaLevel__00110m.raw	94.16	5.84	1	0
115	339191	360001	7.83	SeaLevel__00115m.raw	94.22	5.78	1	0
120	339344	360001	7.55	SeaLevel__00120m.raw	94.26	5.74	1	0
125	339590	360001	7.53	SeaLevel__00125m.raw	94.33	5.67	1	0
130	339731	360001	7.57	SeaLevel__00130m.raw	94.37	5.63	1	0
135	339959	360001	7.8	SeaLevel__00135m.raw	94.43	5.57	1	0
140	340110	360001	7.55	SeaLevel__00140m.raw	94.47	5.53	1	0
145	340306	360001	7.57	SeaLevel__00145m.raw	94.53	5.47	1	0
150	340462	360001	7.57	SeaLevel__00150m.raw	94.57	5.43	1	0
155	340732	360001	7.8	SeaLevel__00155m.raw	94.65	5.35	1	0
160	340869	360001	7.59	SeaLevel__00160m.raw	94.69	5.31	1	0
165	341070	360001	7.57	SeaLevel__00165m.raw	94.74	5.26	1	0
170	341237	360001	7.59	SeaLevel__00170m.raw	94.79	5.21	1	0
175	341437	360001	7.85	SeaLevel__00175m.raw	94.84	5.16	1	0
180	341565	360001	7.58	SeaLevel__00180m.raw	94.88	5.12	1	0
185	341819	360001	7.59	SeaLevel__00185m.raw	94.95	5.05	1	0
190	341941	360001	7.82	SeaLevel__00190m.raw	94.98	5.02	1	0
195	342155	360001	7.89	SeaLevel__00195m.raw	95.04	4.96	1	0
200	342288	360001	7.55	SeaLevel__00200m.raw	95.08	4.92	1	0
