Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	359309	360001	7.68	SeaLevel__00000m.raw	99.81	0.19	1	0
5	359403	360001	7.55	SeaLevel__00005m.raw	99.83	0.17	1	0
10	359430	360001	7.84	SeaLevel__00010m.raw	99.84	0.16	1	0
15	359454	360001	7.62	SeaLevel__00015m.raw	99.85	0.15	1	0
20	359475	360001	7.54	SeaLevel__00020m.raw	99.85	0.15	1	0
25	359494	360001	7.57	SeaLevel__00025m.raw	99.86	0.14	1	0
30	359502	360001	7.76	SeaLevel__00030m.raw	99.86	0.14	1	0
35	359521	360001	7.56	SeaLevel__00035m.raw	99.87	0.13	1	0
40	359529	360001	7.53	SeaLevel__00040m.raw	99.87	0.13	1	0
45	359543	360001	7.57	SeaLevel__00045m.raw	99.87	0.13	1	0
50	359548	360001	7.99	SeaLevel__00050m.raw	99.87	0.13	1	0
55	359554	360001	7.54	SeaLevel__00055m.raw	99.88	0.12	1	0
60	359558	360001	7.55	SeaLevel__00060m.raw	99.88	0.12	1	0
65	359564	360001	7.56	SeaLevel__00065m.raw	99.88	0.12	1	0
70	359568	360001	8.34	SeaLevel__00070m.raw	99.88	0.12	1	0
75	359570	360001	7.53	SeaLevel__00075m.raw	99.88	0.12	1	0
80	359573	360001	7.53	SeaLevel__00080m.raw	99.88	0.12	1	0
85	359580	360001	7.79	SeaLevel__00085m.raw	99.88	0.12	1	0
90	359584	360001	7.83	SeaLevel__00090m.raw	99.88	0.12	1	0
95	359586	360001	7.53	SeaLevel__00095m.raw	99.88	0.12	1	0
100	359587	360001	7.53	SeaLevel__00100m.raw	99.89	0.11	1	0
105	359590	360001	7.73	SeaLevel__00105m.raw	99.89	0.11	1	0
110	359595	360001	7.82	SeaLevel__00110m.raw	99.89	0.11	1	0
115	359599	360001	7.57	SeaLevel__00115m.raw	99.89	0.11	1	0
120	359601	360001	7.58	SeaLevel__00120m.raw	99.89	0.11	1	0
125	359603	360001	7.6	SeaLevel__00125m.raw	99.89	0.11	1	0
130	359606	360001	7.86	SeaLevel__00130m.raw	99.89	0.11	1	0
135	359611	360001	7.59	SeaLevel__00135m.raw	99.89	0.11	1	0
140	359613	360001	7.54	SeaLevel__00140m.raw	99.89	0.11	1	0
145	359615	360001	7.55	SeaLevel__00145m.raw	99.89	0.11	1	0
150	359620	360001	7.89	SeaLevel__00150m.raw	99.89	0.11	1	0
155	359622	360001	7.54	SeaLevel__00155m.raw	99.89	0.11	1	0
160	359624	360001	7.49	SeaLevel__00160m.raw	99.90	0.10	1	0
165	359627	360001	7.53	SeaLevel__00165m.raw	99.90	0.10	1	0
170	359630	360001	7.88	SeaLevel__00170m.raw	99.90	0.10	1	0
175	359631	360001	7.52	SeaLevel__00175m.raw	99.90	0.10	1	0
180	359633	360001	7.54	SeaLevel__00180m.raw	99.90	0.10	1	0
185	359637	360001	7.53	SeaLevel__00185m.raw	99.90	0.10	1	0
190	359640	360001	7.9	SeaLevel__00190m.raw	99.90	0.10	1	0
195	359640	360001	7.53	SeaLevel__00195m.raw	99.90	0.10	1	0
200	359646	360001	7.59	SeaLevel__00200m.raw	99.90	0.10	1	0
