Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	165959	360001	8.29	SeaLevel__00250m.raw	46.10	53.90	1	0
500	174642	360001	8.03	SeaLevel__00500m.raw	48.51	51.49	1	0
750	184814	360001	8.26	SeaLevel__00750m.raw	51.34	48.66	1	0
1000	192759	360001	8.29	SeaLevel__01000m.raw	53.54	46.46	1	0
1250	200402	360001	8.17	SeaLevel__01250m.raw	55.67	44.33	1	0
1500	211415	360001	8.1	SeaLevel__01500m.raw	58.73	41.27	1	0
1750	225588	360001	8.65	SeaLevel__01750m.raw	62.66	37.34	1	0
2000	245818	360001	8.53	SeaLevel__02000m.raw	68.28	31.72	1	0
2250	273629	360001	8.22	SeaLevel__02250m.raw	76.01	23.99	1	0
2500	302896	360001	8.42	SeaLevel__02500m.raw	84.14	15.86	1	0
2750	331492	360001	8.22	SeaLevel__02750m.raw	92.08	7.92	1	0
3000	355371	360001	8.27	SeaLevel__03000m.raw	98.71	1.29	1	0
