Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	329732	360001	8.11	SeaLevel__00250m.raw	91.59	8.41	1	0
500	332163	360001	7.61	SeaLevel__00500m.raw	92.27	7.73	1	0
750	336247	360001	7.58	SeaLevel__00750m.raw	93.40	6.60	1	0
1000	340302	360001	7.69	SeaLevel__01000m.raw	94.53	5.47	1	0
1250	346696	360001	7.9	SeaLevel__01250m.raw	96.30	3.70	1	0
1500	352778	360001	6.86	SeaLevel__01500m.raw	97.99	2.01	1	0
1750	355824	360001	7.57	SeaLevel__01750m.raw	98.84	1.16	1	0
2000	357606	360001	7.71	SeaLevel__02000m.raw	99.33	0.67	1	0
2250	359403	360001	7.9	SeaLevel__02250m.raw	99.83	0.17	1	0
2500	360001	360001	7.61	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	7.6	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	7.65	SeaLevel__03000m.raw	100.00	0.00	1	0
