Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	299464	360001	7.57	SeaLevel__00250m.raw	83.18	16.82	1	0
500	347292	360001	7.67	SeaLevel__00500m.raw	96.47	3.53	1	0
750	357403	360001	7.6	SeaLevel__00750m.raw	99.28	0.72	1	0
1000	359657	360001	8.03	SeaLevel__01000m.raw	99.90	0.10	1	0
1250	359970	360001	7.64	SeaLevel__01250m.raw	99.99	0.01	1	0
1500	359994	360001	7.64	SeaLevel__01500m.raw	100.00	0.00	1	0
1750	359995	360001	7.6	SeaLevel__01750m.raw	100.00	0.00	1	0
2000	359998	360001	7.62	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	360001	360001	8.07	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	7.61	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	7.61	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	7.65	SeaLevel__03000m.raw	100.00	0.00	1	0
