Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	329070	360001	7.54	SeaLevel__00250m.raw	91.41	8.59	1	0
500	331717	360001	7.61	SeaLevel__00500m.raw	92.14	7.86	1	0
750	335757	360001	7.61	SeaLevel__00750m.raw	93.27	6.73	1	0
1000	341599	360001	7.99	SeaLevel__01000m.raw	94.89	5.11	1	0
1250	348148	360001	7.62	SeaLevel__01250m.raw	96.71	3.29	1	0
1500	355592	360001	7.91	SeaLevel__01500m.raw	98.78	1.22	1	0
1750	358573	360001	7.63	SeaLevel__01750m.raw	99.60	0.40	1	0
2000	359457	360001	7.97	SeaLevel__02000m.raw	99.85	0.15	1	0
2250	359751	360001	7.59	SeaLevel__02250m.raw	99.93	0.07	1	0
2500	359905	360001	7.64	SeaLevel__02500m.raw	99.97	0.03	1	0
2750	359989	360001	7.59	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	8	SeaLevel__03000m.raw	100.00	0.00	1	0
