Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	326688	360001	7.84	SeaLevel__00000m.raw	90.75	9.25	1	0
5	326745	360001	7.54	SeaLevel__00005m.raw	90.76	9.24	1	0
10	326777	360001	7.52	SeaLevel__00010m.raw	90.77	9.23	1	0
15	326825	360001	7.51	SeaLevel__00015m.raw	90.78	9.22	1	0
20	326850	360001	7.85	SeaLevel__00020m.raw	90.79	9.21	1	0
25	326883	360001	7.55	SeaLevel__00025m.raw	90.80	9.20	1	0
30	326908	360001	7.53	SeaLevel__00030m.raw	90.81	9.19	1	0
35	326935	360001	7.5	SeaLevel__00035m.raw	90.82	9.18	1	0
40	326954	360001	7.85	SeaLevel__00040m.raw	90.82	9.18	1	0
45	326991	360001	7.56	SeaLevel__00045m.raw	90.83	9.17	1	0
50	327014	360001	7.57	SeaLevel__00050m.raw	90.84	9.16	1	0
55	327061	360001	7.57	SeaLevel__00055m.raw	90.85	9.15	1	0
60	327088	360001	7.82	SeaLevel__00060m.raw	90.86	9.14	1	0
65	327139	360001	7.52	SeaLevel__00065m.raw	90.87	9.13	1	0
70	327160	360001	7.52	SeaLevel__00070m.raw	90.88	9.12	1	0
75	327219	360001	7.55	SeaLevel__00075m.raw	90.89	9.11	1	0
80	327252	360001	7.98	SeaLevel__00080m.raw	90.90	9.10	1	0
85	327304	360001	7.56	SeaLevel__00085m.raw	90.92	9.08	1	0
90	327343	360001	7.56	SeaLevel__00090m.raw	90.93	9.07	1	0
95	327393	360001	7.57	SeaLevel__00095m.raw	90.94	9.06	1	0
100	327435	360001	7.8	SeaLevel__00100m.raw	90.95	9.05	1	0
105	327498	360001	7.56	SeaLevel__00105m.raw	90.97	9.03	1	0
110	327547	360001	7.54	SeaLevel__00110m.raw	90.99	9.01	1	0
115	327615	360001	7.57	SeaLevel__00115m.raw	91.00	9.00	1	0
120	327651	360001	7.81	SeaLevel__00120m.raw	91.01	8.99	1	0
125	327696	360001	7.54	SeaLevel__00125m.raw	91.03	8.97	1	0
130	327726	360001	7.6	SeaLevel__00130m.raw	91.03	8.97	1	0
135	327797	360001	7.54	SeaLevel__00135m.raw	91.05	8.95	1	0
140	327837	360001	7.81	SeaLevel__00140m.raw	91.07	8.93	1	0
145	327895	360001	7.54	SeaLevel__00145m.raw	91.08	8.92	1	0
150	327935	360001	7.54	SeaLevel__00150m.raw	91.09	8.91	1	0
155	328007	360001	7.55	SeaLevel__00155m.raw	91.11	8.89	1	0
160	328051	360001	8.09	SeaLevel__00160m.raw	91.13	8.87	1	0
165	328115	360001	7.56	SeaLevel__00165m.raw	91.14	8.86	1	0
170	328158	360001	7.53	SeaLevel__00170m.raw	91.15	8.85	1	0
175	328245	360001	7.67	SeaLevel__00175m.raw	91.18	8.82	1	0
180	328294	360001	7.89	SeaLevel__00180m.raw	91.19	8.81	1	0
185	328363	360001	7.54	SeaLevel__00185m.raw	91.21	8.79	1	0
190	328420	360001	7.53	SeaLevel__00190m.raw	91.23	8.77	1	0
195	328482	360001	7.58	SeaLevel__00195m.raw	91.24	8.76	1	0
200	328529	360001	7.91	SeaLevel__00200m.raw	91.26	8.74	1	0
