Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	358717	360001	7.69	SeaLevel__00000m.raw	99.64	0.36	1	0
5	358754	360001	7.57	SeaLevel__00005m.raw	99.65	0.35	1	0
10	358767	360001	7.63	SeaLevel__00010m.raw	99.66	0.34	1	0
15	358778	360001	7.85	SeaLevel__00015m.raw	99.66	0.34	1	0
20	358783	360001	7.55	SeaLevel__00020m.raw	99.66	0.34	1	0
25	358792	360001	7.57	SeaLevel__00025m.raw	99.66	0.34	1	0
30	358802	360001	7.55	SeaLevel__00030m.raw	99.67	0.33	1	0
35	358811	360001	7.87	SeaLevel__00035m.raw	99.67	0.33	1	0
40	358818	360001	7.57	SeaLevel__00040m.raw	99.67	0.33	1	0
45	358828	360001	7.6	SeaLevel__00045m.raw	99.67	0.33	1	0
50	358833	360001	7.61	SeaLevel__00050m.raw	99.68	0.32	1	0
55	358845	360001	7.99	SeaLevel__00055m.raw	99.68	0.32	1	0
60	358854	360001	7.59	SeaLevel__00060m.raw	99.68	0.32	1	0
65	358867	360001	7.62	SeaLevel__00065m.raw	99.69	0.31	1	0
70	358873	360001	7.57	SeaLevel__00070m.raw	99.69	0.31	1	0
75	358882	360001	7.87	SeaLevel__00075m.raw	99.69	0.31	1	0
80	358884	360001	7.56	SeaLevel__00080m.raw	99.69	0.31	1	0
85	358896	360001	7.7	SeaLevel__00085m.raw	99.69	0.31	1	0
90	358902	360001	7.55	SeaLevel__00090m.raw	99.69	0.31	1	0
95	358914	360001	7.84	SeaLevel__00095m.raw	99.70	0.30	1	0
100	358918	360001	7.57	SeaLevel__00100m.raw	99.70	0.30	1	0
105	358920	360001	7.57	SeaLevel__00105m.raw	99.70	0.30	1	0
110	358923	360001	7.58	SeaLevel__00110m.raw	99.70	0.30	1	0
115	358937	360001	7.88	SeaLevel__00115m.raw	99.70	0.30	1	0
120	358943	360001	7.57	SeaLevel__00120m.raw	99.71	0.29	1	0
125	358953	360001	7.6	SeaLevel__00125m.raw	99.71	0.29	1	0
130	358961	360001	7.56	SeaLevel__00130m.raw	99.71	0.29	1	0
135	358969	360001	7.8	SeaLevel__00135m.raw	99.71	0.29	1	0
140	358973	360001	7.6	SeaLevel__00140m.raw	99.71	0.29	1	0
145	358977	360001	7.57	SeaLevel__00145m.raw	99.72	0.28	1	0
150	358978	360001	7.57	SeaLevel__00150m.raw	99.72	0.28	1	0
155	358981	360001	7.92	SeaLevel__00155m.raw	99.72	0.28	1	0
160	358989	360001	7.58	SeaLevel__00160m.raw	99.72	0.28	1	0
165	358994	360001	7.56	SeaLevel__00165m.raw	99.72	0.28	1	0
170	358999	360001	7.57	SeaLevel__00170m.raw	99.72	0.28	1	0
175	359005	360001	7.88	SeaLevel__00175m.raw	99.72	0.28	1	0
180	359008	360001	7.57	SeaLevel__00180m.raw	99.72	0.28	1	0
185	359013	360001	7.54	SeaLevel__00185m.raw	99.73	0.27	1	0
190	359015	360001	7.6	SeaLevel__00190m.raw	99.73	0.27	1	0
195	359027	360001	7.94	SeaLevel__00195m.raw	99.73	0.27	1	0
200	359030	360001	7.58	SeaLevel__00200m.raw	99.73	0.27	1	0
