Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	359083	360001	8.93	SeaLevel__00250m.raw	99.75	0.25	1	0
500	359275	360001	8.88	SeaLevel__00500m.raw	99.80	0.20	1	0
750	359425	360001	8.01	SeaLevel__00750m.raw	99.84	0.16	1	0
1000	359551	360001	7.89	SeaLevel__01000m.raw	99.88	0.12	1	0
1250	359645	360001	8.17	SeaLevel__01250m.raw	99.90	0.10	1	0
1500	359716	360001	8.76	SeaLevel__01500m.raw	99.92	0.08	1	0
1750	359779	360001	7.99	SeaLevel__01750m.raw	99.94	0.06	1	0
2000	359835	360001	8.35	SeaLevel__02000m.raw	99.95	0.05	1	0
2250	359883	360001	8.63	SeaLevel__02250m.raw	99.97	0.03	1	0
2500	359918	360001	8.54	SeaLevel__02500m.raw	99.98	0.02	1	0
2750	359942	360001	7.9	SeaLevel__02750m.raw	99.98	0.02	1	0
3000	359961	360001	8.12	SeaLevel__03000m.raw	99.99	0.01	1	0
