Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	360001	360001	7.82	SeaLevel__00000m.raw	100.00	0.00	1	0
5	360001	360001	7.54	SeaLevel__00005m.raw	100.00	0.00	1	0
10	360001	360001	7.53	SeaLevel__00010m.raw	100.00	0.00	1	0
15	360001	360001	7.55	SeaLevel__00015m.raw	100.00	0.00	1	0
20	360001	360001	7.77	SeaLevel__00020m.raw	100.00	0.00	1	0
25	360001	360001	7.55	SeaLevel__00025m.raw	100.00	0.00	1	0
30	360001	360001	7.58	SeaLevel__00030m.raw	100.00	0.00	1	0
35	360001	360001	7.53	SeaLevel__00035m.raw	100.00	0.00	1	0
40	360001	360001	7.82	SeaLevel__00040m.raw	100.00	0.00	1	0
45	360001	360001	7.54	SeaLevel__00045m.raw	100.00	0.00	1	0
50	360001	360001	7.55	SeaLevel__00050m.raw	100.00	0.00	1	0
55	360001	360001	7.56	SeaLevel__00055m.raw	100.00	0.00	1	0
60	360001	360001	7.79	SeaLevel__00060m.raw	100.00	0.00	1	0
65	360001	360001	7.57	SeaLevel__00065m.raw	100.00	0.00	1	0
70	360001	360001	7.55	SeaLevel__00070m.raw	100.00	0.00	1	0
75	360001	360001	7.55	SeaLevel__00075m.raw	100.00	0.00	1	0
80	360001	360001	7.89	SeaLevel__00080m.raw	100.00	0.00	1	0
85	360001	360001	7.58	SeaLevel__00085m.raw	100.00	0.00	1	0
90	360001	360001	7.53	SeaLevel__00090m.raw	100.00	0.00	1	0
95	360001	360001	7.54	SeaLevel__00095m.raw	100.00	0.00	1	0
100	360001	360001	7.86	SeaLevel__00100m.raw	100.00	0.00	1	0
105	360001	360001	7.57	SeaLevel__00105m.raw	100.00	0.00	1	0
110	360001	360001	7.55	SeaLevel__00110m.raw	100.00	0.00	1	0
115	360001	360001	7.55	SeaLevel__00115m.raw	100.00	0.00	1	0
120	360001	360001	7.84	SeaLevel__00120m.raw	100.00	0.00	1	0
125	360001	360001	7.59	SeaLevel__00125m.raw	100.00	0.00	1	0
130	360001	360001	7.52	SeaLevel__00130m.raw	100.00	0.00	1	0
135	360001	360001	7.55	SeaLevel__00135m.raw	100.00	0.00	1	0
140	360001	360001	7.93	SeaLevel__00140m.raw	100.00	0.00	1	0
145	360001	360001	7.76	SeaLevel__00145m.raw	100.00	0.00	1	0
150	360001	360001	7.53	SeaLevel__00150m.raw	100.00	0.00	1	0
155	360001	360001	7.53	SeaLevel__00155m.raw	100.00	0.00	1	0
160	360001	360001	7.98	SeaLevel__00160m.raw	100.00	0.00	1	0
165	360001	360001	7.55	SeaLevel__00165m.raw	100.00	0.00	1	0
170	360001	360001	7.57	SeaLevel__00170m.raw	100.00	0.00	1	0
175	360001	360001	7.52	SeaLevel__00175m.raw	100.00	0.00	1	0
180	360001	360001	7.79	SeaLevel__00180m.raw	100.00	0.00	1	0
185	360001	360001	7.55	SeaLevel__00185m.raw	100.00	0.00	1	0
190	360001	360001	7.57	SeaLevel__00190m.raw	100.00	0.00	1	0
195	360001	360001	7.57	SeaLevel__00195m.raw	100.00	0.00	1	0
200	360001	360001	7.88	SeaLevel__00200m.raw	100.00	0.00	1	0
