Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	316546	360001	7.87	SeaLevel__00000m.raw	87.93	12.07	1	0
5	316873	360001	7.6	SeaLevel__00005m.raw	88.02	11.98	1	0
10	317040	360001	7.56	SeaLevel__00010m.raw	88.07	11.93	1	0
15	317311	360001	7.52	SeaLevel__00015m.raw	88.14	11.86	1	0
20	317461	360001	8.04	SeaLevel__00020m.raw	88.18	11.82	1	0
25	317643	360001	7.53	SeaLevel__00025m.raw	88.23	11.77	1	0
30	317759	360001	7.54	SeaLevel__00030m.raw	88.27	11.73	1	0
35	317924	360001	7.53	SeaLevel__00035m.raw	88.31	11.69	1	0
40	318023	360001	7.78	SeaLevel__00040m.raw	88.34	11.66	1	0
45	318180	360001	7.55	SeaLevel__00045m.raw	88.38	11.62	1	0
50	318256	360001	7.54	SeaLevel__00050m.raw	88.40	11.60	1	0
55	318408	360001	7.53	SeaLevel__00055m.raw	88.45	11.55	1	0
60	318504	360001	7.8	SeaLevel__00060m.raw	88.47	11.53	1	0
65	318659	360001	7.51	SeaLevel__00065m.raw	88.52	11.48	1	0
70	318732	360001	7.54	SeaLevel__00070m.raw	88.54	11.46	1	0
75	318859	360001	7.55	SeaLevel__00075m.raw	88.57	11.43	1	0
80	318950	360001	7.87	SeaLevel__00080m.raw	88.60	11.40	1	0
85	319066	360001	7.51	SeaLevel__00085m.raw	88.63	11.37	1	0
90	319142	360001	7.5	SeaLevel__00090m.raw	88.65	11.35	1	0
95	319262	360001	7.5	SeaLevel__00095m.raw	88.68	11.32	1	0
100	319325	360001	7.98	SeaLevel__00100m.raw	88.70	11.30	1	0
105	319431	360001	7.54	SeaLevel__00105m.raw	88.73	11.27	1	0
110	319506	360001	7.51	SeaLevel__00110m.raw	88.75	11.25	1	0
115	319599	360001	7.56	SeaLevel__00115m.raw	88.78	11.22	1	0
120	319675	360001	7.73	SeaLevel__00120m.raw	88.80	11.20	1	0
125	319778	360001	7.55	SeaLevel__00125m.raw	88.83	11.17	1	0
130	319842	360001	7.53	SeaLevel__00130m.raw	88.84	11.16	1	0
135	319942	360001	7.57	SeaLevel__00135m.raw	88.87	11.13	1	0
140	319998	360001	7.79	SeaLevel__00140m.raw	88.89	11.11	1	0
145	320093	360001	7.54	SeaLevel__00145m.raw	88.91	11.09	1	0
150	320154	360001	7.54	SeaLevel__00150m.raw	88.93	11.07	1	0
155	320250	360001	7.59	SeaLevel__00155m.raw	88.96	11.04	1	0
160	320311	360001	7.85	SeaLevel__00160m.raw	88.98	11.02	1	0
165	320407	360001	7.54	SeaLevel__00165m.raw	89.00	11.00	1	0
170	320463	360001	7.52	SeaLevel__00170m.raw	89.02	10.98	1	0
175	320546	360001	7.56	SeaLevel__00175m.raw	89.04	10.96	1	0
180	320597	360001	7.88	SeaLevel__00180m.raw	89.05	10.95	1	0
185	320675	360001	7.53	SeaLevel__00185m.raw	89.08	10.92	1	0
190	320736	360001	7.5	SeaLevel__00190m.raw	89.09	10.91	1	0
195	320816	360001	7.53	SeaLevel__00195m.raw	89.12	10.88	1	0
200	320861	360001	7.99	SeaLevel__00200m.raw	89.13	10.87	1	0
