Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	358232	360001	7.94	SeaLevel__00250m.raw	99.51	0.49	1	0
500	359368	360001	7.57	SeaLevel__00500m.raw	99.82	0.18	1	0
750	359829	360001	7.68	SeaLevel__00750m.raw	99.95	0.05	1	0
1000	359966	360001	7.61	SeaLevel__01000m.raw	99.99	0.01	1	0
1250	359996	360001	7.96	SeaLevel__01250m.raw	100.00	0.00	1	0
1500	360000	360001	7.61	SeaLevel__01500m.raw	100.00	0.00	1	0
1750	360001	360001	7.65	SeaLevel__01750m.raw	100.00	0.00	1	0
2000	360001	360001	7.64	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	360001	360001	7.99	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	7.61	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	7.72	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	7.59	SeaLevel__03000m.raw	100.00	0.00	1	0
