Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	355683	360001	7.92	SeaLevel__00000m.raw	98.80	1.20	1	0
5	356240	360001	7.53	SeaLevel__00005m.raw	98.96	1.04	1	0
10	356326	360001	7.54	SeaLevel__00010m.raw	98.98	1.02	1	0
15	356431	360001	7.61	SeaLevel__00015m.raw	99.01	0.99	1	0
20	356487	360001	7.81	SeaLevel__00020m.raw	99.02	0.98	1	0
25	356575	360001	7.54	SeaLevel__00025m.raw	99.05	0.95	1	0
30	356617	360001	7.55	SeaLevel__00030m.raw	99.06	0.94	1	0
35	356694	360001	7.62	SeaLevel__00035m.raw	99.08	0.92	1	0
40	356723	360001	7.83	SeaLevel__00040m.raw	99.09	0.91	1	0
45	356786	360001	7.55	SeaLevel__00045m.raw	99.11	0.89	1	0
50	356818	360001	7.55	SeaLevel__00050m.raw	99.12	0.88	1	0
55	356876	360001	7.6	SeaLevel__00055m.raw	99.13	0.87	1	0
60	356902	360001	7.85	SeaLevel__00060m.raw	99.14	0.86	1	0
65	356942	360001	7.54	SeaLevel__00065m.raw	99.15	0.85	1	0
70	356980	360001	7.52	SeaLevel__00070m.raw	99.16	0.84	1	0
75	357041	360001	7.53	SeaLevel__00075m.raw	99.18	0.82	1	0
80	357065	360001	7.84	SeaLevel__00080m.raw	99.18	0.82	1	0
85	357103	360001	7.53	SeaLevel__00085m.raw	99.20	0.80	1	0
90	357132	360001	7.59	SeaLevel__00090m.raw	99.20	0.80	1	0
95	357174	360001	7.55	SeaLevel__00095m.raw	99.21	0.79	1	0
100	357193	360001	7.84	SeaLevel__00100m.raw	99.22	0.78	1	0
105	357237	360001	7.58	SeaLevel__00105m.raw	99.23	0.77	1	0
110	357265	360001	7.58	SeaLevel__00110m.raw	99.24	0.76	1	0
115	357305	360001	7.57	SeaLevel__00115m.raw	99.25	0.75	1	0
120	357338	360001	7.86	SeaLevel__00120m.raw	99.26	0.74	1	0
125	357378	360001	7.57	SeaLevel__00125m.raw	99.27	0.73	1	0
130	357413	360001	7.63	SeaLevel__00130m.raw	99.28	0.72	1	0
135	357462	360001	7.55	SeaLevel__00135m.raw	99.29	0.71	1	0
140	357496	360001	7.82	SeaLevel__00140m.raw	99.30	0.70	1	0
145	357553	360001	7.56	SeaLevel__00145m.raw	99.32	0.68	1	0
150	357594	360001	7.58	SeaLevel__00150m.raw	99.33	0.67	1	0
155	357659	360001	7.58	SeaLevel__00155m.raw	99.35	0.65	1	0
160	357690	360001	7.88	SeaLevel__00160m.raw	99.36	0.64	1	0
165	357735	360001	7.53	SeaLevel__00165m.raw	99.37	0.63	1	0
170	357754	360001	7.57	SeaLevel__00170m.raw	99.38	0.62	1	0
175	357805	360001	7.56	SeaLevel__00175m.raw	99.39	0.61	1	0
180	357825	360001	7.98	SeaLevel__00180m.raw	99.40	0.60	1	0
185	357857	360001	7.63	SeaLevel__00185m.raw	99.40	0.60	1	0
190	357879	360001	7.55	SeaLevel__00190m.raw	99.41	0.59	1	0
195	357929	360001	7.6	SeaLevel__00195m.raw	99.42	0.58	1	0
200	357949	360001	7.91	SeaLevel__00200m.raw	99.43	0.57	1	0
