Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	145692	360001	7.52	SeaLevel__00000m.raw	40.47	59.53	1	0
5	152146	360001	7.51	SeaLevel__00005m.raw	42.26	57.74	1	0
10	156725	360001	7.85	SeaLevel__00010m.raw	43.53	56.47	1	0
15	162607	360001	7.58	SeaLevel__00015m.raw	45.17	54.83	1	0
20	165570	360001	7.55	SeaLevel__00020m.raw	45.99	54.01	1	0
25	168859	360001	7.54	SeaLevel__00025m.raw	46.91	53.09	1	0
30	170653	360001	7.87	SeaLevel__00030m.raw	47.40	52.60	1	0
35	173172	360001	7.56	SeaLevel__00035m.raw	48.10	51.90	1	0
40	174960	360001	7.56	SeaLevel__00040m.raw	48.60	51.40	1	0
45	177434	360001	7.55	SeaLevel__00045m.raw	49.29	50.71	1	0
50	178974	360001	7.79	SeaLevel__00050m.raw	49.71	50.29	1	0
55	181485	360001	7.53	SeaLevel__00055m.raw	50.41	49.59	1	0
60	183281	360001	7.51	SeaLevel__00060m.raw	50.91	49.09	1	0
65	186072	360001	7.55	SeaLevel__00065m.raw	51.69	48.31	1	0
70	188054	360001	7.76	SeaLevel__00070m.raw	52.24	47.76	1	0
75	190455	360001	7.52	SeaLevel__00075m.raw	52.90	47.10	1	0
80	192000	360001	7.53	SeaLevel__00080m.raw	53.33	46.67	1	0
85	194335	360001	7.55	SeaLevel__00085m.raw	53.98	46.02	1	0
90	196106	360001	7.92	SeaLevel__00090m.raw	54.47	45.53	1	0
95	198413	360001	7.56	SeaLevel__00095m.raw	55.11	44.89	1	0
100	199714	360001	7.56	SeaLevel__00100m.raw	55.48	44.52	1	0
105	201609	360001	7.55	SeaLevel__00105m.raw	56.00	44.00	1	0
110	202899	360001	7.83	SeaLevel__00110m.raw	56.36	43.64	1	0
115	204786	360001	7.56	SeaLevel__00115m.raw	56.88	43.12	1	0
120	206192	360001	7.58	SeaLevel__00120m.raw	57.28	42.72	1	0
125	208301	360001	7.61	SeaLevel__00125m.raw	57.86	42.14	1	0
130	209610	360001	7.87	SeaLevel__00130m.raw	58.22	41.78	1	0
135	211358	360001	7.6	SeaLevel__00135m.raw	58.71	41.29	1	0
140	212557	360001	7.59	SeaLevel__00140m.raw	59.04	40.96	1	0
145	214084	360001	7.64	SeaLevel__00145m.raw	59.47	40.53	1	0
150	214981	360001	7.85	SeaLevel__00150m.raw	59.72	40.28	1	0
155	216441	360001	7.57	SeaLevel__00155m.raw	60.12	39.88	1	0
160	217276	360001	7.55	SeaLevel__00160m.raw	60.35	39.65	1	0
165	218478	360001	7.63	SeaLevel__00165m.raw	60.69	39.31	1	0
170	219242	360001	7.86	SeaLevel__00170m.raw	60.90	39.10	1	0
175	220397	360001	7.54	SeaLevel__00175m.raw	61.22	38.78	1	0
180	221127	360001	7.57	SeaLevel__00180m.raw	61.42	38.58	1	0
185	222181	360001	7.6	SeaLevel__00185m.raw	61.72	38.28	1	0
190	222864	360001	7.93	SeaLevel__00190m.raw	61.91	38.09	1	0
195	223911	360001	7.6	SeaLevel__00195m.raw	62.20	37.80	1	0
200	224566	360001	7.59	SeaLevel__00200m.raw	62.38	37.62	1	0
