Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	297279	360001	7.86	SeaLevel__00000m.raw	82.58	17.42	1	0
5	316724	360001	7.53	SeaLevel__00005m.raw	87.98	12.02	1	0
10	317456	360001	7.54	SeaLevel__00010m.raw	88.18	11.82	1	0
15	318303	360001	7.57	SeaLevel__00015m.raw	88.42	11.58	1	0
20	318769	360001	7.82	SeaLevel__00020m.raw	88.55	11.45	1	0
25	319396	360001	7.54	SeaLevel__00025m.raw	88.72	11.28	1	0
30	319752	360001	7.62	SeaLevel__00030m.raw	88.82	11.18	1	0
35	320292	360001	7.53	SeaLevel__00035m.raw	88.97	11.03	1	0
40	320626	360001	7.8	SeaLevel__00040m.raw	89.06	10.94	1	0
45	321072	360001	7.53	SeaLevel__00045m.raw	89.19	10.81	1	0
50	321371	360001	7.58	SeaLevel__00050m.raw	89.27	10.73	1	0
55	321807	360001	7.51	SeaLevel__00055m.raw	89.39	10.61	1	0
60	322093	360001	7.85	SeaLevel__00060m.raw	89.47	10.53	1	0
65	322477	360001	7.52	SeaLevel__00065m.raw	89.58	10.42	1	0
70	322726	360001	7.55	SeaLevel__00070m.raw	89.65	10.35	1	0
75	323105	360001	7.52	SeaLevel__00075m.raw	89.75	10.25	1	0
80	323333	360001	7.82	SeaLevel__00080m.raw	89.81	10.19	1	0
85	323717	360001	7.52	SeaLevel__00085m.raw	89.92	10.08	1	0
90	323976	360001	7.7	SeaLevel__00090m.raw	89.99	10.01	1	0
95	324369	360001	7.5	SeaLevel__00095m.raw	90.10	9.90	1	0
100	324635	360001	7.84	SeaLevel__00100m.raw	90.18	9.82	1	0
105	325009	360001	7.52	SeaLevel__00105m.raw	90.28	9.72	1	0
110	325266	360001	7.55	SeaLevel__00110m.raw	90.35	9.65	1	0
115	325662	360001	7.52	SeaLevel__00115m.raw	90.46	9.54	1	0
120	325927	360001	7.81	SeaLevel__00120m.raw	90.54	9.46	1	0
125	326353	360001	7.56	SeaLevel__00125m.raw	90.65	9.35	1	0
130	326621	360001	7.53	SeaLevel__00130m.raw	90.73	9.27	1	0
135	327006	360001	7.53	SeaLevel__00135m.raw	90.83	9.17	1	0
140	327234	360001	7.81	SeaLevel__00140m.raw	90.90	9.10	1	0
145	327630	360001	7.56	SeaLevel__00145m.raw	91.01	8.99	1	0
150	327898	360001	7.5	SeaLevel__00150m.raw	91.08	8.92	1	0
155	328372	360001	7.53	SeaLevel__00155m.raw	91.21	8.79	1	0
160	328658	360001	7.84	SeaLevel__00160m.raw	91.29	8.71	1	0
165	329081	360001	7.57	SeaLevel__00165m.raw	91.41	8.59	1	0
170	329386	360001	7.55	SeaLevel__00170m.raw	91.50	8.50	1	0
175	329889	360001	7.57	SeaLevel__00175m.raw	91.64	8.36	1	0
180	330166	360001	7.79	SeaLevel__00180m.raw	91.71	8.29	1	0
185	330626	360001	7.79	SeaLevel__00185m.raw	91.84	8.16	1	0
190	330925	360001	7.52	SeaLevel__00190m.raw	91.92	8.08	1	0
195	331429	360001	7.54	SeaLevel__00195m.raw	92.06	7.94	1	0
200	331831	360001	7.86	SeaLevel__00200m.raw	92.18	7.82	1	0
