Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	321561	360001	7.85	SeaLevel__00250m.raw	89.32	10.68	1	0
500	324912	360001	8.13	SeaLevel__00500m.raw	90.25	9.75	1	0
750	327051	360001	8.08	SeaLevel__00750m.raw	90.85	9.15	1	0
1000	328853	360001	7.95	SeaLevel__01000m.raw	91.35	8.65	1	0
1250	330904	360001	7.88	SeaLevel__01250m.raw	91.92	8.08	1	0
1500	333367	360001	8.37	SeaLevel__01500m.raw	92.60	7.40	1	0
1750	336083	360001	8.1	SeaLevel__01750m.raw	93.36	6.64	1	0
2000	339324	360001	7.9	SeaLevel__02000m.raw	94.26	5.74	1	0
2250	342249	360001	8.1	SeaLevel__02250m.raw	95.07	4.93	1	0
2500	346135	360001	8.59	SeaLevel__02500m.raw	96.15	3.85	1	0
2750	351022	360001	8.3	SeaLevel__02750m.raw	97.51	2.49	1	0
3000	359201	360001	8.06	SeaLevel__03000m.raw	99.78	0.22	1	0
