Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	10703	360001	7.63	SeaLevel__00000m.raw	2.97	97.03	1	0
5	14084	360001	7.67	SeaLevel__00005m.raw	3.91	96.09	1	0
10	18098	360001	7.46	SeaLevel__00010m.raw	5.03	94.97	1	0
15	23924	360001	7.42	SeaLevel__00015m.raw	6.65	93.35	1	0
20	28617	360001	7.44	SeaLevel__00020m.raw	7.95	92.05	1	0
25	36523	360001	7.72	SeaLevel__00025m.raw	10.15	89.85	1	0
30	42538	360001	7.45	SeaLevel__00030m.raw	11.82	88.18	1	0
35	52613	360001	7.46	SeaLevel__00035m.raw	14.61	85.39	1	0
40	60131	360001	7.48	SeaLevel__00040m.raw	16.70	83.30	1	0
45	71781	360001	7.94	SeaLevel__00045m.raw	19.94	80.06	1	0
50	80278	360001	7.47	SeaLevel__00050m.raw	22.30	77.70	1	0
55	92971	360001	7.5	SeaLevel__00055m.raw	25.83	74.17	1	0
60	101421	360001	7.48	SeaLevel__00060m.raw	28.17	71.83	1	0
65	114437	360001	7.89	SeaLevel__00065m.raw	31.79	68.21	1	0
70	122451	360001	7.48	SeaLevel__00070m.raw	34.01	65.99	1	0
75	134381	360001	7.5	SeaLevel__00075m.raw	37.33	62.67	1	0
80	142233	360001	7.47	SeaLevel__00080m.raw	39.51	60.49	1	0
85	154353	360001	7.69	SeaLevel__00085m.raw	42.88	57.12	1	0
90	162734	360001	7.51	SeaLevel__00090m.raw	45.20	54.80	1	0
95	176196	360001	7.52	SeaLevel__00095m.raw	48.94	51.06	1	0
100	184543	360001	7.53	SeaLevel__00100m.raw	51.26	48.74	1	0
105	197087	360001	7.8	SeaLevel__00105m.raw	54.75	45.25	1	0
110	205562	360001	7.5	SeaLevel__00110m.raw	57.10	42.90	1	0
115	218921	360001	7.51	SeaLevel__00115m.raw	60.81	39.19	1	0
120	227209	360001	7.56	SeaLevel__00120m.raw	63.11	36.89	1	0
125	239147	360001	7.91	SeaLevel__00125m.raw	66.43	33.57	1	0
130	246563	360001	7.53	SeaLevel__00130m.raw	68.49	31.51	1	0
135	256513	360001	7.58	SeaLevel__00135m.raw	71.25	28.75	1	0
140	262234	360001	7.8	SeaLevel__00140m.raw	72.84	27.16	1	0
145	269264	360001	7.94	SeaLevel__00145m.raw	74.80	25.20	1	0
150	273048	360001	7.56	SeaLevel__00150m.raw	75.85	24.15	1	0
155	277597	360001	7.53	SeaLevel__00155m.raw	77.11	22.89	1	0
160	280300	360001	7.58	SeaLevel__00160m.raw	77.86	22.14	1	0
165	284089	360001	7.94	SeaLevel__00165m.raw	78.91	21.09	1	0
170	286460	360001	7.54	SeaLevel__00170m.raw	79.57	20.43	1	0
175	289841	360001	7.55	SeaLevel__00175m.raw	80.51	19.49	1	0
180	291899	360001	7.58	SeaLevel__00180m.raw	81.08	18.92	1	0
185	294913	360001	7.96	SeaLevel__00185m.raw	81.92	18.08	1	0
190	296796	360001	7.55	SeaLevel__00190m.raw	82.44	17.56	1	0
195	299512	360001	7.61	SeaLevel__00195m.raw	83.20	16.80	1	0
200	301237	360001	7.59	SeaLevel__00200m.raw	83.68	16.32	1	0
