Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	73251	360001	7.78	SeaLevel__00000m.raw	20.35	79.65	1	0
5	78647	360001	7.41	SeaLevel__00005m.raw	21.85	78.15	1	0
10	79597	360001	7.42	SeaLevel__00010m.raw	22.11	77.89	1	0
15	80728	360001	7.44	SeaLevel__00015m.raw	22.42	77.58	1	0
20	81548	360001	7.68	SeaLevel__00020m.raw	22.65	77.35	1	0
25	82870	360001	7.42	SeaLevel__00025m.raw	23.02	76.98	1	0
30	83838	360001	7.4	SeaLevel__00030m.raw	23.29	76.71	1	0
35	85039	360001	7.42	SeaLevel__00035m.raw	23.62	76.38	1	0
40	85769	360001	7.61	SeaLevel__00040m.raw	23.82	76.18	1	0
45	86767	360001	7.4	SeaLevel__00045m.raw	24.10	75.90	1	0
50	87412	360001	7.42	SeaLevel__00050m.raw	24.28	75.72	1	0
55	88351	360001	7.42	SeaLevel__00055m.raw	24.54	75.46	1	0
60	88987	360001	7.64	SeaLevel__00060m.raw	24.72	75.28	1	0
65	89917	360001	7.41	SeaLevel__00065m.raw	24.98	75.02	1	0
70	90515	360001	7.43	SeaLevel__00070m.raw	25.14	74.86	1	0
75	91474	360001	7.42	SeaLevel__00075m.raw	25.41	74.59	1	0
80	92150	360001	7.82	SeaLevel__00080m.raw	25.60	74.40	1	0
85	93239	360001	7.41	SeaLevel__00085m.raw	25.90	74.10	1	0
90	93953	360001	7.41	SeaLevel__00090m.raw	26.10	73.90	1	0
95	94938	360001	7.42	SeaLevel__00095m.raw	26.37	73.63	1	0
100	95576	360001	7.89	SeaLevel__00100m.raw	26.55	73.45	1	0
105	96445	360001	7.41	SeaLevel__00105m.raw	26.79	73.21	1	0
110	97032	360001	7.42	SeaLevel__00110m.raw	26.95	73.05	1	0
115	97937	360001	7.45	SeaLevel__00115m.raw	27.20	72.80	1	0
120	98492	360001	7.72	SeaLevel__00120m.raw	27.36	72.64	1	0
125	99358	360001	7.45	SeaLevel__00125m.raw	27.60	72.40	1	0
130	99929	360001	7.44	SeaLevel__00130m.raw	27.76	72.24	1	0
135	100776	360001	7.44	SeaLevel__00135m.raw	27.99	72.01	1	0
140	101341	360001	7.71	SeaLevel__00140m.raw	28.15	71.85	1	0
145	102308	360001	7.46	SeaLevel__00145m.raw	28.42	71.58	1	0
150	103008	360001	7.42	SeaLevel__00150m.raw	28.61	71.39	1	0
155	104608	360001	7.48	SeaLevel__00155m.raw	29.06	70.94	1	0
160	109742	360001	7.82	SeaLevel__00160m.raw	30.48	69.52	1	0
165	111706	360001	7.42	SeaLevel__00165m.raw	31.03	68.97	1	0
170	112728	360001	7.43	SeaLevel__00170m.raw	31.31	68.69	1	0
175	114197	360001	7.65	SeaLevel__00175m.raw	31.72	68.28	1	0
180	115111	360001	7.8	SeaLevel__00180m.raw	31.98	68.02	1	0
185	116478	360001	7.41	SeaLevel__00185m.raw	32.35	67.65	1	0
190	117281	360001	7.47	SeaLevel__00190m.raw	32.58	67.42	1	0
195	118519	360001	7.47	SeaLevel__00195m.raw	32.92	67.08	1	0
200	119431	360001	7.76	SeaLevel__00200m.raw	33.18	66.82	1	0
