Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	1	360001	7.74	SeaLevel__00000m.raw	0.00	100.00	1	0
5	2	360001	7.43	SeaLevel__00005m.raw	0.00	100.00	1	0
10	9	360001	7.63	SeaLevel__00010m.raw	0.00	100.00	1	0
15	25	360001	7.43	SeaLevel__00015m.raw	0.01	99.99	1	0
20	30	360001	7.73	SeaLevel__00020m.raw	0.01	99.99	1	0
25	40	360001	7.46	SeaLevel__00025m.raw	0.01	99.99	1	0
30	47	360001	7.61	SeaLevel__00030m.raw	0.01	99.99	1	0
35	66	360001	7.47	SeaLevel__00035m.raw	0.02	99.98	1	0
40	101	360001	7.73	SeaLevel__00040m.raw	0.03	99.97	1	0
45	3025	360001	7.44	SeaLevel__00045m.raw	0.84	99.16	1	0
50	3571	360001	7.45	SeaLevel__00050m.raw	0.99	99.01	1	0
55	4852	360001	7.46	SeaLevel__00055m.raw	1.35	98.65	1	0
60	5995	360001	7.71	SeaLevel__00060m.raw	1.67	98.33	1	0
65	7787	360001	7.46	SeaLevel__00065m.raw	2.16	97.84	1	0
70	9007	360001	7.46	SeaLevel__00070m.raw	2.50	97.50	1	0
75	10779	360001	7.43	SeaLevel__00075m.raw	2.99	97.01	1	0
80	12033	360001	7.74	SeaLevel__00080m.raw	3.34	96.66	1	0
85	14212	360001	7.44	SeaLevel__00085m.raw	3.95	96.05	1	0
90	15789	360001	7.52	SeaLevel__00090m.raw	4.39	95.61	1	0
95	18221	360001	7.46	SeaLevel__00095m.raw	5.06	94.94	1	0
100	19772	360001	7.72	SeaLevel__00100m.raw	5.49	94.51	1	0
105	21869	360001	7.42	SeaLevel__00105m.raw	6.07	93.93	1	0
110	23259	360001	7.47	SeaLevel__00110m.raw	6.46	93.54	1	0
115	25638	360001	7.44	SeaLevel__00115m.raw	7.12	92.88	1	0
120	27263	360001	7.71	SeaLevel__00120m.raw	7.57	92.43	1	0
125	30023	360001	7.48	SeaLevel__00125m.raw	8.34	91.66	1	0
130	31895	360001	7.49	SeaLevel__00130m.raw	8.86	91.14	1	0
135	34835	360001	7.46	SeaLevel__00135m.raw	9.68	90.32	1	0
140	36537	360001	7.72	SeaLevel__00140m.raw	10.15	89.85	1	0
145	38861	360001	7.48	SeaLevel__00145m.raw	10.79	89.21	1	0
150	40506	360001	7.43	SeaLevel__00150m.raw	11.25	88.75	1	0
155	43237	360001	7.43	SeaLevel__00155m.raw	12.01	87.99	1	0
160	45174	360001	7.74	SeaLevel__00160m.raw	12.55	87.45	1	0
165	48257	360001	7.44	SeaLevel__00165m.raw	13.40	86.60	1	0
170	50458	360001	7.45	SeaLevel__00170m.raw	14.02	85.98	1	0
175	53713	360001	7.46	SeaLevel__00175m.raw	14.92	85.08	1	0
180	55865	360001	7.72	SeaLevel__00180m.raw	15.52	84.48	1	0
185	59162	360001	7.48	SeaLevel__00185m.raw	16.43	83.57	1	0
190	61185	360001	7.51	SeaLevel__00190m.raw	17.00	83.00	1	0
195	63994	360001	7.46	SeaLevel__00195m.raw	17.78	82.22	1	0
200	65958	360001	7.83	SeaLevel__00200m.raw	18.32	81.68	1	0
