Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	86249	360001	7.52	SeaLevel__00250m.raw	23.96	76.04	1	0
500	156238	360001	7.51	SeaLevel__00500m.raw	43.40	56.60	1	0
750	195532	360001	7.52	SeaLevel__00750m.raw	54.31	45.69	1	0
1000	218314	360001	7.93	SeaLevel__01000m.raw	60.64	39.36	1	0
1250	237465	360001	7.6	SeaLevel__01250m.raw	65.96	34.04	1	0
1500	249430	360001	7.56	SeaLevel__01500m.raw	69.29	30.71	1	0
1750	259746	360001	7.54	SeaLevel__01750m.raw	72.15	27.85	1	0
2000	269215	360001	8.09	SeaLevel__02000m.raw	74.78	25.22	1	0
2250	278856	360001	7.59	SeaLevel__02250m.raw	77.46	22.54	1	0
2500	287076	360001	7.55	SeaLevel__02500m.raw	79.74	20.26	1	0
2750	294824	360001	7.61	SeaLevel__02750m.raw	81.90	18.10	1	0
3000	302129	360001	7.93	SeaLevel__03000m.raw	83.92	16.08	1	0
