Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	76112	360001	7.57	SeaLevel__00000m.raw	21.14	78.86	1	0
5	83005	360001	7.72	SeaLevel__00005m.raw	23.06	76.94	1	0
10	83112	360001	7.44	SeaLevel__00010m.raw	23.09	76.91	1	0
15	83251	360001	7.48	SeaLevel__00015m.raw	23.13	76.87	1	0
20	83326	360001	7.43	SeaLevel__00020m.raw	23.15	76.85	1	0
25	83451	360001	7.73	SeaLevel__00025m.raw	23.18	76.82	1	0
30	83512	360001	7.47	SeaLevel__00030m.raw	23.20	76.80	1	0
35	83580	360001	7.63	SeaLevel__00035m.raw	23.22	76.78	1	0
40	83635	360001	7.47	SeaLevel__00040m.raw	23.23	76.77	1	0
45	83690	360001	7.71	SeaLevel__00045m.raw	23.25	76.75	1	0
50	83722	360001	7.42	SeaLevel__00050m.raw	23.26	76.74	1	0
55	83774	360001	7.46	SeaLevel__00055m.raw	23.27	76.73	1	0
60	83810	360001	7.43	SeaLevel__00060m.raw	23.28	76.72	1	0
65	83864	360001	7.72	SeaLevel__00065m.raw	23.30	76.70	1	0
70	83893	360001	7.43	SeaLevel__00070m.raw	23.30	76.70	1	0
75	83939	360001	7.48	SeaLevel__00075m.raw	23.32	76.68	1	0
80	83963	360001	7.41	SeaLevel__00080m.raw	23.32	76.68	1	0
85	84027	360001	7.77	SeaLevel__00085m.raw	23.34	76.66	1	0
90	84064	360001	7.46	SeaLevel__00090m.raw	23.35	76.65	1	0
95	84107	360001	7.51	SeaLevel__00095m.raw	23.36	76.64	1	0
100	84140	360001	7.49	SeaLevel__00100m.raw	23.37	76.63	1	0
105	84186	360001	7.73	SeaLevel__00105m.raw	23.38	76.62	1	0
110	84221	360001	7.48	SeaLevel__00110m.raw	23.39	76.61	1	0
115	84275	360001	7.42	SeaLevel__00115m.raw	23.41	76.59	1	0
120	84316	360001	7.43	SeaLevel__00120m.raw	23.42	76.58	1	0
125	84363	360001	7.7	SeaLevel__00125m.raw	23.43	76.57	1	0
130	84391	360001	7.41	SeaLevel__00130m.raw	23.44	76.56	1	0
135	84454	360001	7.43	SeaLevel__00135m.raw	23.46	76.54	1	0
140	84491	360001	7.39	SeaLevel__00140m.raw	23.47	76.53	1	0
145	84551	360001	7.71	SeaLevel__00145m.raw	23.49	76.51	1	0
150	84588	360001	7.45	SeaLevel__00150m.raw	23.50	76.50	1	0
155	84629	360001	7.41	SeaLevel__00155m.raw	23.51	76.49	1	0
160	84668	360001	7.43	SeaLevel__00160m.raw	23.52	76.48	1	0
165	84712	360001	7.7	SeaLevel__00165m.raw	23.53	76.47	1	0
170	84753	360001	7.44	SeaLevel__00170m.raw	23.54	76.46	1	0
175	84792	360001	7.43	SeaLevel__00175m.raw	23.55	76.45	1	0
180	84832	360001	7.44	SeaLevel__00180m.raw	23.56	76.44	1	0
185	84889	360001	7.71	SeaLevel__00185m.raw	23.58	76.42	1	0
190	84925	360001	7.43	SeaLevel__00190m.raw	23.59	76.41	1	0
195	84993	360001	7.45	SeaLevel__00195m.raw	23.61	76.39	1	0
200	85035	360001	7.41	SeaLevel__00200m.raw	23.62	76.38	1	0
