Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	359933	360001	8.76	SeaLevel__00250m.raw	99.98	0.02	1	0
500	359971	360001	8.97	SeaLevel__00500m.raw	99.99	0.01	1	0
750	359990	360001	7.89	SeaLevel__00750m.raw	100.00	0.00	1	0
1000	359998	360001	8	SeaLevel__01000m.raw	100.00	0.00	1	0
1250	360000	360001	8.7	SeaLevel__01250m.raw	100.00	0.00	1	0
1500	360001	360001	8.19	SeaLevel__01500m.raw	100.00	0.00	1	0
1750	360001	360001	8.12	SeaLevel__01750m.raw	100.00	0.00	1	0
2000	360001	360001	8.11	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	360001	360001	9.33	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	8.59	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	7.95	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	7.87	SeaLevel__03000m.raw	100.00	0.00	1	0
