Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	1	360001	7.41	SeaLevel__00000m.raw	0.00	100.00	1	0
5	191	360001	7.41	SeaLevel__00005m.raw	0.05	99.95	1	0
10	198	360001	7.67	SeaLevel__00010m.raw	0.05	99.95	1	0
15	204	360001	7.41	SeaLevel__00015m.raw	0.06	99.94	1	0
20	206	360001	7.4	SeaLevel__00020m.raw	0.06	99.94	1	0
25	212	360001	7.46	SeaLevel__00025m.raw	0.06	99.94	1	0
30	213	360001	7.68	SeaLevel__00030m.raw	0.06	99.94	1	0
35	217	360001	7.44	SeaLevel__00035m.raw	0.06	99.94	1	0
40	222	360001	7.39	SeaLevel__00040m.raw	0.06	99.94	1	0
45	228	360001	7.48	SeaLevel__00045m.raw	0.06	99.94	1	0
50	233	360001	7.69	SeaLevel__00050m.raw	0.06	99.94	1	0
55	242	360001	7.41	SeaLevel__00055m.raw	0.07	99.93	1	0
60	247	360001	7.41	SeaLevel__00060m.raw	0.07	99.93	1	0
65	256	360001	7.49	SeaLevel__00065m.raw	0.07	99.93	1	0
70	261	360001	7.71	SeaLevel__00070m.raw	0.07	99.93	1	0
75	269	360001	7.43	SeaLevel__00075m.raw	0.07	99.93	1	0
80	270	360001	7.41	SeaLevel__00080m.raw	0.07	99.93	1	0
85	276	360001	7.44	SeaLevel__00085m.raw	0.08	99.92	1	0
90	280	360001	7.68	SeaLevel__00090m.raw	0.08	99.92	1	0
95	286	360001	7.41	SeaLevel__00095m.raw	0.08	99.92	1	0
100	294	360001	7.42	SeaLevel__00100m.raw	0.08	99.92	1	0
105	302	360001	7.41	SeaLevel__00105m.raw	0.08	99.92	1	0
110	309	360001	7.74	SeaLevel__00110m.raw	0.09	99.91	1	0
115	315	360001	7.43	SeaLevel__00115m.raw	0.09	99.91	1	0
120	320	360001	7.46	SeaLevel__00120m.raw	0.09	99.91	1	0
125	335	360001	7.4	SeaLevel__00125m.raw	0.09	99.91	1	0
130	340	360001	7.9	SeaLevel__00130m.raw	0.09	99.91	1	0
135	350	360001	7.48	SeaLevel__00135m.raw	0.10	99.90	1	0
140	358	360001	7.68	SeaLevel__00140m.raw	0.10	99.90	1	0
145	372	360001	7.39	SeaLevel__00145m.raw	0.10	99.90	1	0
150	379	360001	7.67	SeaLevel__00150m.raw	0.11	99.89	1	0
155	389	360001	7.39	SeaLevel__00155m.raw	0.11	99.89	1	0
160	395	360001	7.44	SeaLevel__00160m.raw	0.11	99.89	1	0
165	403	360001	7.44	SeaLevel__00165m.raw	0.11	99.89	1	0
170	411	360001	7.66	SeaLevel__00170m.raw	0.11	99.89	1	0
175	422	360001	7.41	SeaLevel__00175m.raw	0.12	99.88	1	0
180	430	360001	7.42	SeaLevel__00180m.raw	0.12	99.88	1	0
185	444	360001	7.42	SeaLevel__00185m.raw	0.12	99.88	1	0
190	457	360001	7.75	SeaLevel__00190m.raw	0.13	99.87	1	0
195	467	360001	7.41	SeaLevel__00195m.raw	0.13	99.87	1	0
200	477	360001	7.43	SeaLevel__00200m.raw	0.13	99.87	1	0
