Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	16067	360001	7.49	SeaLevel__00000m.raw	4.46	95.54	1	0
5	117341	360001	7.46	SeaLevel__00005m.raw	32.59	67.41	1	0
10	118241	360001	7.48	SeaLevel__00010m.raw	32.84	67.16	1	0
15	119200	360001	7.72	SeaLevel__00015m.raw	33.11	66.89	1	0
20	119670	360001	7.49	SeaLevel__00020m.raw	33.24	66.76	1	0
25	120261	360001	7.46	SeaLevel__00025m.raw	33.41	66.59	1	0
30	120664	360001	7.46	SeaLevel__00030m.raw	33.52	66.48	1	0
35	121182	360001	7.84	SeaLevel__00035m.raw	33.66	66.34	1	0
40	121484	360001	7.45	SeaLevel__00040m.raw	33.75	66.25	1	0
45	121934	360001	7.44	SeaLevel__00045m.raw	33.87	66.13	1	0
50	122235	360001	7.48	SeaLevel__00050m.raw	33.95	66.05	1	0
55	122652	360001	7.7	SeaLevel__00055m.raw	34.07	65.93	1	0
60	122924	360001	7.48	SeaLevel__00060m.raw	34.15	65.85	1	0
65	123344	360001	7.48	SeaLevel__00065m.raw	34.26	65.74	1	0
70	123616	360001	7.46	SeaLevel__00070m.raw	34.34	65.66	1	0
75	124027	360001	7.67	SeaLevel__00075m.raw	34.45	65.55	1	0
80	124303	360001	7.49	SeaLevel__00080m.raw	34.53	65.47	1	0
85	124703	360001	7.47	SeaLevel__00085m.raw	34.64	65.36	1	0
90	124943	360001	7.45	SeaLevel__00090m.raw	34.71	65.29	1	0
95	125302	360001	7.73	SeaLevel__00095m.raw	34.81	65.19	1	0
100	125550	360001	7.47	SeaLevel__00100m.raw	34.87	65.13	1	0
105	125910	360001	7.45	SeaLevel__00105m.raw	34.97	65.03	1	0
110	126123	360001	7.45	SeaLevel__00110m.raw	35.03	64.97	1	0
115	126485	360001	7.7	SeaLevel__00115m.raw	35.13	64.87	1	0
120	126737	360001	7.42	SeaLevel__00120m.raw	35.20	64.80	1	0
125	127118	360001	7.44	SeaLevel__00125m.raw	35.31	64.69	1	0
130	127342	360001	7.43	SeaLevel__00130m.raw	35.37	64.63	1	0
135	127700	360001	7.66	SeaLevel__00135m.raw	35.47	64.53	1	0
140	127929	360001	7.44	SeaLevel__00140m.raw	35.54	64.46	1	0
145	128270	360001	7.45	SeaLevel__00145m.raw	35.63	64.37	1	0
150	128515	360001	7.45	SeaLevel__00150m.raw	35.70	64.30	1	0
155	128926	360001	7.8	SeaLevel__00155m.raw	35.81	64.19	1	0
160	129175	360001	7.48	SeaLevel__00160m.raw	35.88	64.12	1	0
165	129549	360001	7.48	SeaLevel__00165m.raw	35.99	64.01	1	0
170	129802	360001	7.48	SeaLevel__00170m.raw	36.06	63.94	1	0
175	130181	360001	7.84	SeaLevel__00175m.raw	36.16	63.84	1	0
180	130408	360001	7.43	SeaLevel__00180m.raw	36.22	63.78	1	0
185	130839	360001	7.47	SeaLevel__00185m.raw	36.34	63.66	1	0
190	131120	360001	7.52	SeaLevel__00190m.raw	36.42	63.58	1	0
195	131596	360001	7.79	SeaLevel__00195m.raw	36.55	63.45	1	0
200	131941	360001	7.43	SeaLevel__00200m.raw	36.65	63.35	1	0
