Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	279871	360001	7.89	SeaLevel__00250m.raw	77.74	22.26	1	0
500	289457	360001	8.22	SeaLevel__00500m.raw	80.40	19.60	1	0
750	296558	360001	7.91	SeaLevel__00750m.raw	82.38	17.62	1	0
1000	302390	360001	8.44	SeaLevel__01000m.raw	84.00	16.00	1	0
1250	311091	360001	8.41	SeaLevel__01250m.raw	86.41	13.59	1	0
1500	320648	360001	8.52	SeaLevel__01500m.raw	89.07	10.93	1	0
1750	330136	360001	8.43	SeaLevel__01750m.raw	91.70	8.30	1	0
2000	341293	360001	9.14	SeaLevel__02000m.raw	94.80	5.20	1	0
2250	351837	360001	8.05	SeaLevel__02250m.raw	97.73	2.27	1	0
2500	357232	360001	8.37	SeaLevel__02500m.raw	99.23	0.77	1	0
2750	359507	360001	8	SeaLevel__02750m.raw	99.86	0.14	1	0
3000	359932	360001	8.11	SeaLevel__03000m.raw	99.98	0.02	1	0
