Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	359844	360001	8.45	SeaLevel__00250m.raw	99.96	0.04	1	0
500	359932	360001	7.97	SeaLevel__00500m.raw	99.98	0.02	1	0
750	359955	360001	7.96	SeaLevel__00750m.raw	99.99	0.01	1	0
1000	359970	360001	8.12	SeaLevel__01000m.raw	99.99	0.01	1	0
1250	359985	360001	8.31	SeaLevel__01250m.raw	100.00	0.00	1	0
1500	359988	360001	8.02	SeaLevel__01500m.raw	100.00	0.00	1	0
1750	359993	360001	8.33	SeaLevel__01750m.raw	100.00	0.00	1	0
2000	359996	360001	8.06	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	359999	360001	8.55	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360000	360001	8.09	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	7.87	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	8.1	SeaLevel__03000m.raw	100.00	0.00	1	0
