Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	343	360001	7.58	SeaLevel__00000m.raw	0.10	99.90	1	0
5	354	360001	7.48	SeaLevel__00005m.raw	0.10	99.90	1	0
10	356	360001	7.5	SeaLevel__00010m.raw	0.10	99.90	1	0
15	362	360001	7.77	SeaLevel__00015m.raw	0.10	99.90	1	0
20	365	360001	7.48	SeaLevel__00020m.raw	0.10	99.90	1	0
25	370	360001	7.55	SeaLevel__00025m.raw	0.10	99.90	1	0
30	372	360001	7.47	SeaLevel__00030m.raw	0.10	99.90	1	0
35	376	360001	7.73	SeaLevel__00035m.raw	0.10	99.90	1	0
40	379	360001	7.5	SeaLevel__00040m.raw	0.11	99.89	1	0
45	387	360001	7.62	SeaLevel__00045m.raw	0.11	99.89	1	0
50	390	360001	7.47	SeaLevel__00050m.raw	0.11	99.89	1	0
55	402	360001	7.81	SeaLevel__00055m.raw	0.11	99.89	1	0
60	407	360001	7.5	SeaLevel__00060m.raw	0.11	99.89	1	0
65	419	360001	7.5	SeaLevel__00065m.raw	0.12	99.88	1	0
70	426	360001	7.47	SeaLevel__00070m.raw	0.12	99.88	1	0
75	433	360001	7.77	SeaLevel__00075m.raw	0.12	99.88	1	0
80	439	360001	7.54	SeaLevel__00080m.raw	0.12	99.88	1	0
85	447	360001	7.54	SeaLevel__00085m.raw	0.12	99.88	1	0
90	457	360001	7.6	SeaLevel__00090m.raw	0.13	99.87	1	0
95	465	360001	7.74	SeaLevel__00095m.raw	0.13	99.87	1	0
100	474	360001	7.51	SeaLevel__00100m.raw	0.13	99.87	1	0
105	488	360001	7.73	SeaLevel__00105m.raw	0.14	99.86	1	0
110	498	360001	7.51	SeaLevel__00110m.raw	0.14	99.86	1	0
115	512	360001	7.76	SeaLevel__00115m.raw	0.14	99.86	1	0
120	518	360001	7.5	SeaLevel__00120m.raw	0.14	99.86	1	0
125	532	360001	7.49	SeaLevel__00125m.raw	0.15	99.85	1	0
130	540	360001	7.5	SeaLevel__00130m.raw	0.15	99.85	1	0
135	555	360001	7.74	SeaLevel__00135m.raw	0.15	99.85	1	0
140	563	360001	7.52	SeaLevel__00140m.raw	0.16	99.84	1	0
145	576	360001	7.48	SeaLevel__00145m.raw	0.16	99.84	1	0
150	584	360001	7.49	SeaLevel__00150m.raw	0.16	99.84	1	0
155	595	360001	7.85	SeaLevel__00155m.raw	0.17	99.83	1	0
160	610	360001	7.5	SeaLevel__00160m.raw	0.17	99.83	1	0
165	620	360001	7.49	SeaLevel__00165m.raw	0.17	99.83	1	0
170	689	360001	7.51	SeaLevel__00170m.raw	0.19	99.81	1	0
175	717	360001	7.89	SeaLevel__00175m.raw	0.20	99.80	1	0
180	737	360001	7.6	SeaLevel__00180m.raw	0.20	99.80	1	0
185	770	360001	7.49	SeaLevel__00185m.raw	0.21	99.79	1	0
190	787	360001	7.51	SeaLevel__00190m.raw	0.22	99.78	1	0
195	838	360001	7.81	SeaLevel__00195m.raw	0.23	99.77	1	0
200	891	360001	7.56	SeaLevel__00200m.raw	0.25	99.75	1	0
