Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
250	348865	360001	8.36	SeaLevel__00250m.raw	96.91	3.09	1	0
500	359749	360001	7.9	SeaLevel__00500m.raw	99.93	0.07	1	0
750	360001	360001	8.08	SeaLevel__00750m.raw	100.00	0.00	1	0
1000	360001	360001	8.02	SeaLevel__01000m.raw	100.00	0.00	1	0
1250	360001	360001	8.4	SeaLevel__01250m.raw	100.00	0.00	1	0
1500	360001	360001	8.35	SeaLevel__01500m.raw	100.00	0.00	1	0
1750	360001	360001	8	SeaLevel__01750m.raw	100.00	0.00	1	0
2000	360001	360001	8.32	SeaLevel__02000m.raw	100.00	0.00	1	0
2250	360001	360001	8.75	SeaLevel__02250m.raw	100.00	0.00	1	0
2500	360001	360001	8.04	SeaLevel__02500m.raw	100.00	0.00	1	0
2750	360001	360001	7.94	SeaLevel__02750m.raw	100.00	0.00	1	0
3000	360001	360001	7.85	SeaLevel__03000m.raw	100.00	0.00	1	0
