Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	335104	360001	7.62	SeaLevel__00000m.raw	93.08	6.92	1	0
5	335443	360001	7.87	SeaLevel__00005m.raw	93.18	6.82	1	0
10	335563	360001	7.61	SeaLevel__00010m.raw	93.21	6.79	1	0
15	335745	360001	7.61	SeaLevel__00015m.raw	93.26	6.74	1	0
20	335847	360001	7.53	SeaLevel__00020m.raw	93.29	6.71	1	0
25	336021	360001	7.84	SeaLevel__00025m.raw	93.34	6.66	1	0
30	336151	360001	7.53	SeaLevel__00030m.raw	93.38	6.62	1	0
35	336313	360001	7.56	SeaLevel__00035m.raw	93.42	6.58	1	0
40	336445	360001	7.53	SeaLevel__00040m.raw	93.46	6.54	1	0
45	336633	360001	7.92	SeaLevel__00045m.raw	93.51	6.49	1	0
50	336778	360001	7.54	SeaLevel__00050m.raw	93.55	6.45	1	0
55	336937	360001	7.63	SeaLevel__00055m.raw	93.59	6.41	1	0
60	337080	360001	7.6	SeaLevel__00060m.raw	93.63	6.37	1	0
65	337269	360001	7.86	SeaLevel__00065m.raw	93.69	6.31	1	0
70	337398	360001	7.52	SeaLevel__00070m.raw	93.72	6.28	1	0
75	337600	360001	7.78	SeaLevel__00075m.raw	93.78	6.22	1	0
80	337727	360001	7.52	SeaLevel__00080m.raw	93.81	6.19	1	0
85	337949	360001	7.83	SeaLevel__00085m.raw	93.87	6.13	1	0
90	338094	360001	7.52	SeaLevel__00090m.raw	93.91	6.09	1	0
95	338328	360001	7.53	SeaLevel__00095m.raw	93.98	6.02	1	0
100	338488	360001	7.53	SeaLevel__00100m.raw	94.02	5.98	1	0
105	338782	360001	7.85	SeaLevel__00105m.raw	94.11	5.89	1	0
110	338945	360001	7.56	SeaLevel__00110m.raw	94.15	5.85	1	0
115	339217	360001	7.54	SeaLevel__00115m.raw	94.23	5.77	1	0
120	339394	360001	7.53	SeaLevel__00120m.raw	94.28	5.72	1	0
125	339667	360001	7.85	SeaLevel__00125m.raw	94.35	5.65	1	0
130	339848	360001	7.59	SeaLevel__00130m.raw	94.40	5.60	1	0
135	340147	360001	7.54	SeaLevel__00135m.raw	94.49	5.51	1	0
140	340344	360001	7.55	SeaLevel__00140m.raw	94.54	5.46	1	0
145	340651	360001	7.87	SeaLevel__00145m.raw	94.63	5.37	1	0
150	340951	360001	7.54	SeaLevel__00150m.raw	94.71	5.29	1	0
155	341828	360001	7.55	SeaLevel__00155m.raw	94.95	5.05	1	0
160	342122	360001	7.52	SeaLevel__00160m.raw	95.03	4.97	1	0
165	342410	360001	7.86	SeaLevel__00165m.raw	95.11	4.89	1	0
170	342559	360001	7.58	SeaLevel__00170m.raw	95.16	4.84	1	0
175	342766	360001	7.55	SeaLevel__00175m.raw	95.21	4.79	1	0
180	342890	360001	7.57	SeaLevel__00180m.raw	95.25	4.75	1	0
185	343078	360001	7.88	SeaLevel__00185m.raw	95.30	4.70	1	0
190	343194	360001	7.57	SeaLevel__00190m.raw	95.33	4.67	1	0
195	343365	360001	7.56	SeaLevel__00195m.raw	95.38	4.62	1	0
200	343458	360001	7.55	SeaLevel__00200m.raw	95.40	4.60	1	0
