Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	316651	360001	7.73	SeaLevel__00000m.raw	87.96	12.04	1	0
5	320161	360001	7.54	SeaLevel__00005m.raw	88.93	11.07	1	0
10	322231	360001	7.5	SeaLevel__00010m.raw	89.51	10.49	1	0
15	324323	360001	7.52	SeaLevel__00015m.raw	90.09	9.91	1	0
20	325680	360001	7.78	SeaLevel__00020m.raw	90.47	9.53	1	0
25	327867	360001	7.51	SeaLevel__00025m.raw	91.07	8.93	1	0
30	329161	360001	7.52	SeaLevel__00030m.raw	91.43	8.57	1	0
35	330981	360001	7.5	SeaLevel__00035m.raw	91.94	8.06	1	0
40	332141	360001	7.79	SeaLevel__00040m.raw	92.26	7.74	1	0
45	333847	360001	7.51	SeaLevel__00045m.raw	92.74	7.26	1	0
50	335028	360001	7.53	SeaLevel__00050m.raw	93.06	6.94	1	0
55	336823	360001	7.54	SeaLevel__00055m.raw	93.56	6.44	1	0
60	337978	360001	7.74	SeaLevel__00060m.raw	93.88	6.12	1	0
65	339547	360001	7.49	SeaLevel__00065m.raw	94.32	5.68	1	0
70	340406	360001	7.51	SeaLevel__00070m.raw	94.56	5.44	1	0
75	341490	360001	7.54	SeaLevel__00075m.raw	94.86	5.14	1	0
80	342096	360001	7.8	SeaLevel__00080m.raw	95.03	4.97	1	0
85	343022	360001	7.61	SeaLevel__00085m.raw	95.28	4.72	1	0
90	343611	360001	7.55	SeaLevel__00090m.raw	95.45	4.55	1	0
95	344421	360001	7.73	SeaLevel__00095m.raw	95.67	4.33	1	0
100	344967	360001	7.81	SeaLevel__00100m.raw	95.82	4.18	1	0
105	345810	360001	7.54	SeaLevel__00105m.raw	96.06	3.94	1	0
110	346361	360001	7.55	SeaLevel__00110m.raw	96.21	3.79	1	0
115	347275	360001	7.73	SeaLevel__00115m.raw	96.47	3.53	1	0
120	347838	360001	7.86	SeaLevel__00120m.raw	96.62	3.38	1	0
125	348674	360001	7.54	SeaLevel__00125m.raw	96.85	3.15	1	0
130	349179	360001	7.53	SeaLevel__00130m.raw	96.99	3.01	1	0
135	349996	360001	7.6	SeaLevel__00135m.raw	97.22	2.78	1	0
140	350478	360001	7.84	SeaLevel__00140m.raw	97.35	2.65	1	0
145	351221	360001	7.55	SeaLevel__00145m.raw	97.56	2.44	1	0
150	351688	360001	7.54	SeaLevel__00150m.raw	97.69	2.31	1	0
155	352467	360001	7.58	SeaLevel__00155m.raw	97.91	2.09	1	0
160	352884	360001	7.9	SeaLevel__00160m.raw	98.02	1.98	1	0
165	353473	360001	7.53	SeaLevel__00165m.raw	98.19	1.81	1	0
170	353781	360001	7.61	SeaLevel__00170m.raw	98.27	1.73	1	0
175	354258	360001	7.54	SeaLevel__00175m.raw	98.40	1.60	1	0
180	354517	360001	7.92	SeaLevel__00180m.raw	98.48	1.52	1	0
185	354890	360001	7.56	SeaLevel__00185m.raw	98.58	1.42	1	0
190	355120	360001	7.58	SeaLevel__00190m.raw	98.64	1.36	1	0
195	355460	360001	7.54	SeaLevel__00195m.raw	98.74	1.26	1	0
200	355677	360001	7.89	SeaLevel__00200m.raw	98.80	1.20	1	0
